keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
John Short,BUFFALO GROVE PARK DISTRICT,HP5CWF7FGCH4,84TX1,"530 Bernard DR,Buffalo Grove, Illinois,60089-3351, United States","530 Bernard DR,Buffalo Grove, Illinois,60089-3351, United States",,"Sep 23, 1969",John Short,John Short,"(blank), (blank)",Illinois 09
John Short,"J.J. SHORT ASSOCIATES, INC.",HQCWLWTBZPE4,8Z901,"1645 Wayneport RD,Macedon, New York,14502-9110, United States","PO Box 183,Fairport, New York,14450-0183, United States",http://www.jjshort.com/,"Jan 6, 1977",Peter J Short,Peter Short,"New York, United States",New York 24
John Short,"SURFACE FINISH TECHNOLOGIES, INC.",YDKYG7KM9JU5,64RM0,"215 Judson ST,Elmira, New York,14901-3308, United States","215 Judson Street,Elmira, New York,14901-3308, United States",https://www.surfacefinishtech.com/,"Jan 3, 1983","Carrie Roadarmel, Chief Financial Officer","Jack Slocum, Engineering Mgr","New York, United States",New York 23
John Short,,,,"51 John F Kennedy Pkwy,null,Short Hills, NJ,07078-2704, USA",,,,,,,
John Short,,,,"51 JOHN F KENNEDY PKWY # WEST,SHORT HILLS, NJ,07078-2704, USA",,,,,,,
Zhi Zhang,"ACME BIOSCIENCE, INC.",JLADHHRK2K32,57CZ7,"3941 E Bayshore RD,Palo Alto, California,94303-4313, United States","3941 E Bayshore RD,Palo Alto, California,94303-4313, United States",https://www.acmeca.com/,"Jan 16, 2001",Jason Zhang,Jason Zhang,"California, United States",California 16
PixelRain,"PIXELRAIN AI, INC",QP5NN99HWY53,9RL06,"4121 Wilson BLVD FL 5,Arlington, Virginia,22203-4415, United States","4121 Wilson BLVD FL 5,Arlington, Virginia,22203-4415, United States",https://www.pixelrain.com/,"Aug 14, 2023","Leslie Steele, Director","Chris Durham, Chief Innovation Officer","Delaware, United States",Virginia 08
Eric Wallace,FIREHOUSE COMMUNITY ARTS CTR,ZW1BBCK69UF6,(blank),"412 41ST ST S,Birmingham, Alabama,35222-1937, United States","412 41ST ST S,Birmingham, Alabama,35222-1937, United States",https://firehousecac.org/,"May 21, 2020",Eric Wallace,Eric Wallace,"Alabama, United States",Alabama 06
Eric Wallace,"ATS COMPONENTS, INC",MHGWSPK6HJB1,1V2E4,"15050 Trinity BLVD,Fort Worth, Texas,76155-2614, United States","15050 Trinity BLVD,Fort Worth, Texas,76155-2614, United States",,"Jan 10, 2000","Tasha Phillips, Supv. Accts Receivable",Eric Wallace,"Texas, United States",Texas 33
Eric Wallace,"ISSPRO, INC.",M841DRJTN2M8,0B8Y6,"2515 NE Riverside WAY,Portland, Oregon,97211-1843, United States","2515 NE Riverside WAY,Portland, Oregon,97211-1899, United States",https://www.isspro.com/,"Jan 1, 1949","ERIC WALLACE, IT Manager","Eric Miller, Controller","Oregon, United States",Oregon 03
Eric Wallace,NORTHERN VIRGINIA CRIMINAL JUSTICE TRAINING ACADEMY,FLCQJA2CES18,4BNP3,"45299 Research PL,Ashburn, Virginia,20147-2600, United States","45299 Research PL,Ashburn, Virginia,20147-2600, United States",,"Jun 1, 1965","Eric Cembrook, Deputy Director","Leslye Wallace, Administrative Associate","(blank), (blank)",Virginia 10
Eric Wallace,"OPEN DATE SYSTEMS, INC.",X97KBTLJUK73,8H6L7,"299 Georges Mill RD,Springfield, New Hampshire,03284, United States","PO Box 538,Georges Mills, New Hampshire,03751, United States",https://www.opendate.com/,"Jan 1, 1994","Aldora Wallace, Office Manager","Eric Emery, Sales","New Hampshire, United States",New Hampshire 02
Plasticity,,,,"8875 HIDDEN RIVER PKWY STE 362,null,TAMPA, FL,33637-1035, USA",,,,,,,
Plasticity,PLASTICITY INC.,DPJTHR3PZMC7,80LK4,"7918 Jones Branch DR,STE 800,Mc Lean, Virginia,22102-3347, United States","7918 Jones Branch Drive,Suite 800,Mclean, Virginia,22102, United States",,"Nov 2, 2016",Ajay Patel,Alexander Sands,"Delaware, United States",Virginia 11
Kevin Daniels,DANIELS FORESTRY INC,TYDFSPZ7A6L7,9LFL8,"11397 Olson RD,Belle Fourche, South Dakota,57717-6114, United States","11397 Olson RD,Belle Fourche, South Dakota,57717-6114, United States",,"Jun 11, 2013",Kevin Daniels,Kevin Daniels,"South Dakota, United States",South Dakota 00
Kevin Daniels,"MINISTERS CONFERENCE EMPOWERMENT CENTER CDC, INC.",GK8WM2J7LBH5,9CMX5,"2118 West Madison Avenue,Baltimore, Maryland,21217-3525, United States","2118 West Madison Avenue,Baltimore, Maryland,21217, United States",,"Sep 22, 2016",Kevin Daniels,Kevin Daniels,"Maryland, United States",Maryland 07
Kevin Daniels,KEVIN DANIELS INC,YCUSKBPKUQK6,9DL21,"12413 Bohannon BLVD,Orlando, Florida,32824-6097, United States","150 Maple AVE #134,South Plainfield, New Jersey,07080, United States",https://www.kldusa.com/,"Jan 8, 2013","KEVIN L DANIELS, PRESIDENT","KEVIN L DANIELS, PRESIDENT","New Jersey, United States",Florida 09
