keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Plum LLC,PLUM HALL INC,SKKALN15TTM5,1NMD1,"3 Waihona PL,Kamuela, Hawaii,96743-0000, United States","3 Waihona Box 44610,Kamuela, Hawaii,96743-4610, United States",,"Feb 6, 1979","['Thomas Plum', 'Lana Plum']","Hawaii, United States",Hawaii 02
Plum LLC,"PLUM, LOREN R",DNT8N622MMN3,6Y1L6,"1353 Sylvan CT,Healdsburg, California,95448-3345, United States","P O Box 36,Healdsburg, California,95448-0036, United States",,"Jun 13, 2005",['Loren Plum'],"California, United States",California 02
Plum LLC,PLUM VALLEY ELEMENTARY SCHOOL DISTRICT,N53SDUGKL1U3,64YW4,"29950 Plum Creek RD,Paynes Creek, California,96075-0000, United States","29950 Plum Creek RD.,Paynes Creek, California,96075-9703, United States",,"Sep 1, 1898","['Wendy White', 'Renee Hall']","(blank), (blank)",(blank)
Plum LLC,"PLUM BRANCH YACHT CLUB, INC.",ERLLBN4L16C3,8CHV4,"1 Yacht Club DR,Plum Branch, South Carolina,29845-3040, United States","1 Yacht Club DR,Plum Branch, South Carolina,29845-3040, United States",https://www.plumbranch.com/,"Mar 2, 1996",['Bea Mcclain'],"South Carolina, United States",South Carolina 03
Plum LLC,"PLUM, TYLER",G8ZSN8B1BGW4,848K1,"2631 W Maplewood AVE,APT 1,Bellingham, Washington,98225-8813, United States","2631 W Maplewood AVE,APT 1,Bellingham, Washington,98225-8813, United States",,"Jun 6, 2018",['Tyler Plum'],"West Virginia, United States",Washington 02
Plum LLC,"INSTITUTE OF BIOENGINEERING TECHNOLOGIES, INC.",D8HUF11YN6M3,1V7K7,"1974 Braemar DR,Columbus, Ohio,43220-3026, United States","1974 Braemar DR,Columbus, Ohio,43220-3026, United States",http://www.ibetinc.com/,"Jan 25, 1999",['George Plum'],"Ohio, United States",Ohio 15
Plum LLC,PLUM CITY VILLAGE OF,W27MNDNXLEP8,6HWM1,"309 Maple AVE W,Plum City, Wisconsin,54761-9015, United States","PO Box 123,Plum City, Wisconsin,54761-0123, United States",,"Nov 27, 1909",['Patrick Hines'],"(blank), (blank)",Wisconsin 03
Plum LLC,,,,"530 N Plum St,null,Lancaster, PA,17602-2362, USA",,,,[],,
Plum LLC,"PLUM ENGINEERING, INC.",F5PHVMNNMHN7,6XXB4,"14978 Satanas ST,San Diego, California,92129-1529, United States","11835 Carmel MTN RD #1304-209,San Diego, California,92128-4609, United States",,"Jan 1, 2008","['Brandon Plum', 'Dana Plum']","California, United States",California 52
Plum LLC,PLUM CITY VILLAGE OFFICE,XKQXYCJ4Q3B5,6XNG3,"501 Main ST,Plum City, Wisconsin,54761-9057, United States","PO Box 207,Plum City, Wisconsin,54761, United States",,"Jan 1, 1857",['Roxanne Gilles'],"(blank), (blank)",Wisconsin 03
