keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Trails Community LLC,BLUEBONNET TRAILS COMMUNITY MHMR CENTER,L7N9JCJ5HCX1,5CD42,"1009 N Georgetown ST,Round Rock, Texas,78664-3289, United States","1009 N. Georgetown Street,Round Rock, Texas,78664-3289, United States",http://bbtrails.org/,"Sep 1, 1997","['Molly Woodburn', 'Cara Mehrens']","(blank), (blank)",Texas 17
"Ovrture, Inc.","OVRTURE, INC",GFSZU8W8J2H6,9YQ26,"115 Meadowsweet DR,State College, Pennsylvania,16801-7377, United States","PO Box 1139,State College, Pennsylvania,16804-1139, United States",https://www.ovrture.com/,"Mar 6, 2017",['Christopher Snavely'],"Delaware, United States",Pennsylvania 15
"Vantage PT, LLC",COASTWATCH ENGINEERING LLC,PE47R8F9JJB9,98TJ5,"5435 Vantage Point RD,Columbia, Maryland,21044-2630, United States","5435 Vantage Pt RD,Columbia, Maryland,21044, United States",,"Jul 29, 2019",['Charles Klein'],"Maryland, United States",Maryland 07
"Vantage PT, LLC",CHAMPS SOFTWARE INC,FZCUA4C7DN29,0K9L6,"1255 N Vantage Point DR,Crystal River, Florida,34429-8730, United States","1255 N. Vantage PT. DR.,Crystal River, Florida,34429-8730, United States",http://www.champsinc.com/,"Dec 23, 1975","['Bryan Gay', 'Debby Mininni', 'Mike Melfi', 'Debby Minninni']","Florida, United States",Florida 12
"Vantage PT, LLC",,,,"2233 VANTAGE PT,APT 102,VIRGINIA BEACH, VA,23455-2151, USA",,,,[],,
qMe,,,,"2262 W 17th Ave,null,Gary, IN,46404, USA",,,,[],,
Fathom,"FATHOM ARCHITECTURE, LLC",KR7ME2LRXBL1,13658,"1917 1ST AVE STE 201,Seattle, Washington,98101-1236, United States","1917 1ST AVE STE 201,Seattle, Washington,98101-1236, United States",https://www.fathom-architecture-pnw.com/,"May 14, 2018","['James Nance', 'Brad Fogle']","Washington, United States",Washington 07
Fathom,"FATHOM, LLC",G51HCAWJMRX5,7T3S2,"25 Joseph ST APT 3,Somerville, Massachusetts,02143-3921, United States","10 Lorraine Drive,Londonderry, New Hampshire,03053, United States",,"Sep 4, 2015",['Alan Mceacharn'],"Massachusetts, United States",Massachusetts 07
Fathom,,,,"291 Main St,null,Hackensack, NJ,07601-5708, USA",,,,[],,
Fathom,,,,"107 Southampton Ct,null,Goodlettsville, TN,37072-2134, USA",,,,[],,
Fathom,,,,"541 BATTLEVIEW DRIVE,SMYRNA, GA,30082-4479, USA",,,,[],,
Fathom,,,,"501 W BROADWAY STE 2020,SAN DIEGO, CA,92101-3548, USA",,,,[],,
Fathom,"FATHOM COMPUTING PBC, WHICH WILL DO BUSINESS IN CALIFORNIA AS FATHOM COMPUTING",HGQQU2CH72K6,89NT6,"380 Portage AVE,Palo Alto, California,94306-2244, United States","380 Portage AVE,Palo Alto, California,94306-2244, United States",,"Oct 29, 2014",['William Andregg'],"Delaware, United States",California 18
Fathom,"FATHOM LIGHT, INC.",PLW3UPGBWKB5,10Q28,"155 Larita DR,Ben Lomond, California,95005-9521, United States","155 Larita DR,Ben Lomond, California,95005-9521, United States",,"Jan 2, 2025",['Mathew Rekow'],"Delaware, United States",California 19
Fathom,"FATHOM, LLC",TUGWQ7AM1QP7,9SJ03,"214 S Southwood AVE,Annapolis, Maryland,21401-4112, United States","214 S. Southwood AVE,Annapolis, Maryland,21401, United States",https://www.fathom-tech.com/,"Nov 7, 2023",['Laura Miller'],"Maryland, United States",Maryland 03
Fathom,FATHOM FINANCIAL CONSULTING LIMITED,MM9JH4822J91,U1ME9,"47 Bevenden Street,London,N1 6BH, United Kingdom","47 Bevenden Street,London,N1 6BH, United Kingdom",https://www.fathom-consulting.com/,"Oct 24, 2003",['Kevin Loane'],"(blank), United Kingdom",Not Applicable
