keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
ProGress Industries LLC,"REHABILITATION SERVICE OF NORTH CENTRAL OHIO, INC.",Q5F4LA5LAH83,1W5G4,"270 Sterkel BLVD,Mansfield, Ohio,44907-1508, United States","270 Sterkel BLVD.,Mansfield, Ohio,44907-1508, United States",http://therehabcenter.org/,"Jun 18, 1955","['Tammy Link', 'Nancy Dean', 'Cheryl Casler', 'Barb Moore']","Ohio, United States",Ohio 12
ProGress Industries LLC,PROGRESS INDUSTRIES LLC,NSWWQLFT42J1,9ULL2,"1326 Greenbriar RD,York, Pennsylvania,17404-1210, United States","1326 Greenbriar RD,York, Pennsylvania,17404, United States",,"Jan 8, 2018",['David Gress'],"Pennsylvania, United States",Pennsylvania 10
Truxtun,COUNTY OF KERN,LYM1ZJ6B7BM3,3JFA2,"1115 Truxtun AVE,FL 5,Bakersfield, California,93301-4629, United States","1115 Truxtun AVE 5TH Flr,Bakersfield, California,93301-4617, United States",https://www.kerncounty.com/,"Apr 2, 1866","['Alex Alva', 'Kaler Ayala', 'Amanda Ruiz', 'Aimee Espinoza']","(blank), (blank)",California 22
Truxtun,KERN COUNTY COMMISSION ON AGING FOUNDATION,F7V2UDPEDE85,5JKR4,"5357 Truxtun AVE,Bakersfield, California,93309-0641, United States","5357 Truxtun AVE,Bakersfield, California,93309-0641, United States",,"Jul 1, 1999","['Jeremy Oliver', 'Maria Montoya']","(blank), (blank)",California 20
Truxtun,STRATA FEDERAL CREDIT UNION,S83HYKNY5HS3,(blank),"1717 Truxtun AVE,Bakersfield, California,93301-5110, United States","1717 Truxtun AVE,Bakersfield, California,93301-5110, United States",,"Feb 1, 1949","['Brandon Ivie', 'Brenda O']","California, United States",California 20
Truxtun,COUNTY OF KERN,NQGBLFTTWSS9,1F5X1,"1115 Truxtun AVE,2ND Floor,Bakersfield, California,93301-4630, United States","1115 Truxtun AVE,2ND Floor,Bakersfield, California,93301-4639, United States",https://www.kcttc.co.kern.ca.us/,"Apr 2, 1866","['Chase Nunneley', 'Joebryne Cabahug', 'Brandon Carter', 'Jordan Kaufman', 'Aimee Espinoza']","(blank), (blank)",California 22
Truxtun,"LEE DEVELOPMENT GROUP, LLC",RH4YY69W8NC3,45SH3,"5601 Truxtun AVE STE 190,Bakersfield, California,93309-0627, United States","5601 Truxtun AVE STE 190,Bakersfield, California,93309-0627, United States",,"Feb 18, 1997","['Ann Wilkening', 'Gregory Bynum']","California, United States",California 23
Truxtun,MALASHOCK DANCE & COMPANY,RJ6KMMM2S563,4J5Q6,"2650 Truxtun RD,STE 104,San Diego, California,92106-6172, United States","2650 Truxtun RD,Suite 104,San Diego, California,92106-6172, United States",http://www.malashockdance.org/,"May 8, 1990","['Molly Puryear', 'Christopher Morgan']","California, United States",California 50
Truxtun,,,,"15909 SYCAMORE LN,ROCKVILLE, MD,20853-1458, USA",,,,[],,
Truxtun,GUSTAVO LUNA,C9PZMFL99JJ5,91FB5,"930 Truxtun AVE STE 201,Bakersfield, California,93301-4700, United States","930 Truxtun AVE STE 201,Bakersfield, California,93301-4700, United States",https://www.kerntutoring.com/,"Jul 18, 2018",['Gustavo Luna'],"California, United States",California 23
Truxtun,SUPERIOR COURT OF CALIFORNIA COUNTY OF KERN,DCLCV4FGJ2E3,764T0,"1415 Truxtun AVE RM 212,Bakersfield, California,93301-5215, United States","1415 Truxtun AVE RM 212,Bakersfield, California,93301-5215, United States",http://www.kern.courts.ca.gov/,"Jan 1, 1960","['Jaqueline Santiago', 'Travis Andreas']","(blank), (blank)",California 22
Truxtun,BETHANY SERVICES,K9BMKJXEUTW7,3VBF1,"1600 E Truxtun AVE,Bakersfield, California,93305-5432, United States","1600 E Truxtun AVE,Bakersfield, California,93305-5432, United States",,"May 6, 1985","['Lauren Skidmore', 'Della Freeman', 'Suzanne Robertson']","California, United States",California 21
Global Key Solutions Corp.,GLOBAL KEY SOLUTIONS CORP,NN3GF8T82KH4,9RRV2,"4450 Sr 438,Dalton, Pennsylvania,18414-9432, United States","4450 Sr 438,Dalton, Pennsylvania,18414-9432, United States",,"Jan 11, 2023",['George Kwiecinski'],"Pennsylvania, United States",Pennsylvania 08
