keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Cultivate,CULTIVATE COLLECTIVE INC.,QSJFCHHCMSM5,(blank),"4942 W 44TH ST,Chicago, Illinois,60638-1900, United States","4942 W. 44TH ST.,Chicago, Illinois,60638, United States",,"Jan 27, 2022",['Paul Guilianelli'],"Delaware, United States",Illinois 04
Cultivate,,,,"450, FLANDERS AVE,null, null,null, USA",,,,[],,
Cultivate,,,,"62 LAKEVIEW TER APT A,BURLINGTON, VT,05401-2931, USA",,,,[],,
Cultivate,,,,"199 ALPINE DR SE,LEESBURG, VA,20175-6160, USA",,,,[],,
Cultivate,,,,"1118 N EWING ST,INDIANAPOLIS, IN,46201-2233, USA",,,,[],,
Cultivate,"CULTIVATE PLAY, PLLC",D8CXLNF82SA3,072M4,"4418 Mcdowell Run,Murfreesboro, Tennessee,37129-3853, United States","4418 Mcdowell Run,Murfreesboro, Tennessee,37129-3853, United States",,"Apr 26, 2024",['Alyssa Engel'],"Tennessee, United States",Tennessee 04
Cultivate,,,,"1227 N PEACHTREE PKWY,PEACHTREE CITY, GA,30269-1743, USA",,,,[],,
Cultivate,,,,"38 BENT TREE LN,PAWLEYS ISLAND, SC,29585-6017, USA",,,,[],,
Cultivate,,,,"704 MAIN ST,EVANSTON, IL,60202-1702, USA",,,,[],,
Cultivate,,,,"512 MACDONOUGH ST APT 2,BROOKLYN, NY,11233-6684, USA",,,,[],,
Terraforma Carbon LLC,TERRAFORMA CARBON LLC,MXTTV9J454M7,(blank),"119 S Burrowes ST,STE 703,State College, Pennsylvania,16801-3864, United States","119 S Burrowes ST,STE 703,State College, Pennsylvania,16801-3864, United States",,"Jul 26, 2023",['Brandon Schwartz'],"Pennsylvania, United States",Pennsylvania 15
Medulate,MEDULATE LLC,JZ6XDD99LCD1,(blank),"2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States","2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States",,"Oct 22, 2018",['Scarlett Miller'],"Pennsylvania, United States",Pennsylvania 15
LOGOS ,"LOGOS ENTERTAINMENT, LP",XW5XNM87CTA3,84F69,"30 Colgate DR,Rancho Mirage, California,92270-3723, United States","30 Colgate Drive,Rancho Mirage, California,92270, United States",https://b2bvb.com/,"Jan 15, 2009",['Carole Krechman'],"California, United States",California 36
LOGOS ,"LOGOS ENTERPRISES, INC",KQZ4R392RZQ3,1ZCQ0,"360 Quality CIR NW Unit B220,Huntsville, Alabama,35806-4548, United States","360B Quality CIR NW,Suite 220,Huntsville, Alabama,35806, United States",https://www.logos-ent.com/,"Nov 29, 2000","['Lori Brooks', 'Randall Wood', 'Wendy Cousins']","Alabama, United States",Alabama 05
LOGOS ,,,,"4729 CONCORD VILLAGE DR,LAS VEGAS, NV,89108, USA",,,,[],,
LOGOS ,,,,"1025 ADAMS CIR,BOULDER, CO,80303-1821, USA",,,,[],,
LOGOS ,,,,"747 W 18th St Ste B,null,Houston, TX,77008-3529, USA",,,,[],,
LOGOS ,,,,"245 HILL RD,null,ROME, NY,13441-4203, USA",,,,[],,
LOGOS ,,,,"842 HILLBURN DR,DALLAS, TX,75217-4623, USA",,,,[],,
LOGOS ,,,,"847 E Wilson St,null,Batavia, IL,60510-2204, USA",,,,[],,
LOGOS ,,,,"1951 NW 7TH AVE,MIAMI, FL,33136-1128, USA",,,,[],,
