keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
LOGOS ,"LOGOS ENTERTAINMENT, LP",XW5XNM87CTA3,84F69,"30 Colgate DR,Rancho Mirage, California,92270-3723, United States","30 Colgate Drive,Rancho Mirage, California,92270, United States",https://b2bvb.com/,"Jan 15, 2009",['Carole Krechman'],"California, United States",California 36
LOGOS ,FOUR SISTERS LLC,LFTRHK8ZM8L6,7TXE7,"2596 Brighton CIR,Biloxi, Mississippi,39531-2748, United States","2596 Brighton CIR,Biloxi, Mississippi,39531-2748, United States",https://www.foundationsbrafittings.com/,"Oct 1, 2014",['Melissa Logos'],"Mississippi, United States",Mississippi 04
LOGOS ,"LOGOS ENTERPRISES, INC",KQZ4R392RZQ3,1ZCQ0,"360 Quality CIR NW Unit B220,Huntsville, Alabama,35806-4548, United States","360B Quality CIR NW,Suite 220,Huntsville, Alabama,35806, United States",https://www.logos-ent.com/,"Nov 29, 2000","['Randall Wood', 'Wendy Cousins', 'Lori Brooks']","Alabama, United States",Alabama 05
LOGOS ,,,,"4729 CONCORD VILLAGE DR,LAS VEGAS, NV,89108, USA",,,,[],,
LOGOS ,,,,"1025 ADAMS CIR,BOULDER, CO,80303-1821, USA",,,,[],,
LOGOS ,,,,"747 W 18th St Ste B,null,Houston, TX,77008-3529, USA",,,,[],,
LOGOS ,,,,"245 HILL RD,null,ROME, NY,13441-4203, USA",,,,[],,
LOGOS ,,,,"842 HILLBURN DR,DALLAS, TX,75217-4623, USA",,,,[],,
LOGOS ,,,,"847 E Wilson St,null,Batavia, IL,60510-2204, USA",,,,[],,
LOGOS ,,,,"1951 NW 7TH AVE,MIAMI, FL,33136-1128, USA",,,,[],,
Code&Play,CODE&PLAY LLC,RCQ6HGBLVF98,97S03,"1746 Crofton PKWY,Crofton, Maryland,21114-2340, United States","1746 Crofton PKWY,Crofton, Maryland,21114-2340, United States",https://codeandplayclub.com/,"Aug 10, 2018",['Felipe Padua'],"Delaware, United States",Maryland 05
"Titanium Infrastructure, LLC.",TITANIUM INFRASTRUCTURE LLC,X6U4CVYGMHQ5,81U26,"622 Kelley RD,Belington, West Virginia,26250-8395, United States","622 Kelley RD.,Belington, West Virginia,26250, United States",https://www.titanuminfrastructure.com/,"Apr 17, 2015",['Rachelle Channell'],"West Virginia, United States",West Virginia 02
"Titanium Infrastructure, LLC.",TEKTALOS CORP,SVSEP21FLXL9,86TD4,"622 Kelley RD,Belington, West Virginia,26250-8395, United States","622 Kelley RD.,Belington, West Virginia,26250, United States",https://www.tektalos.com/,"Jul 17, 2018",['Rachelle Channell'],"West Virginia, United States",West Virginia 02
Ceretune LLC,CERETUNE LLC,ES4LSHSJW7J8,0QGK3,"196 S Jordans Chapel RD,Mount Olive, North Carolina,28365-7428, United States","196 S Jordans Chapel RD,Mount Olive, North Carolina,28365-7428, United States",https://www.ceretunellc.com/,"May 1, 2024",['Reid Barnett'],"North Carolina, United States",North Carolina 13
Medulate,MEDULATE LLC,JZ6XDD99LCD1,(blank),"2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States","2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States",,"Oct 22, 2018",['Scarlett Miller'],"Pennsylvania, United States",Pennsylvania 15
"Ovrture, Inc.","OVRTURE, INC",GFSZU8W8J2H6,9YQ26,"115 Meadowsweet DR,State College, Pennsylvania,16801-7377, United States","PO Box 1139,State College, Pennsylvania,16804-1139, United States",https://www.ovrture.com/,"Mar 6, 2017",['Christopher Snavely'],"Delaware, United States",Pennsylvania 15
