keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
videon,PAUL VIDEON INSULATION LLC,GEMNX34LKNU4,8TUB2,"209 NW Videon Gln,Lake City, Florida,32055-4997, United States","209 NW Videon Glen Lake CITY, FL 32055,Lake City, Florida,32055, United States",,"Nov 12, 2020",['Paul Videon'],"Florida, United States",Florida 03
videon,VIDEON CENTRAL INC,G4NCU48REWH3,1YXK5,"2171 Sandy DR,State College, Pennsylvania,16803-2283, United States","2171 Sandy Drive,State College, Pennsylvania,16803-2283, United States",http://www.videonlabs.com/,"Dec 1, 1997","['Ashley Molek', 'Tricia Iboshi', 'Calvin Bargo']","Delaware, United States",Pennsylvania 15
InceptEV,"INCEPTEV, INC.",M6ZSG58B6VU7,9HQR7,"6200 5TH AVE,APT. 310,Pittsburgh, Pennsylvania,15232-2944, United States","6200 5TH AVE,APT. 310,Pittsburgh, Pennsylvania,15232-2944, United States",https://inceptev.com/,"Oct 14, 2022",['Matthew Guttenberg'],"Delaware, United States",Pennsylvania 12
Terraforma Carbon LLC,TERRAFORMA CARBON LLC,MXTTV9J454M7,(blank),"119 S Burrowes ST,STE 703,State College, Pennsylvania,16801-3864, United States","119 S Burrowes ST,STE 703,State College, Pennsylvania,16801-3864, United States",,"Jul 26, 2023",['Brandon Schwartz'],"Pennsylvania, United States",Pennsylvania 15
TSG Consulting,,,,"12606 Sagamore Forest Ln,null,Reisterstown, MD,21136, USA",,,,[],,
TSG Consulting,T S G CONSULTING LLC,F4YYB27V54N4,6W2B9,"118 Capitol Street FL 1,Charleston, West Virginia,25301-2614, United States","118 Capitol Street FL 1,Charleston, West Virginia,25301-2614, United States",,"Apr 5, 2005","['Rachel Coffman', 'Thomas Susman']","West Virginia, United States",West Virginia 02
TMM LLC,,,,"Avenue Stepan Banderi, Building 9,Kyiv,04073, UKR",,,,[],,
TMM LLC,,,,"8 GARDNER RD,LAUREL, MS,39443-7827, USA",,,,[],,
TMM LLC,,,,"707 WHITLOCK AVE SW STE D33,null,MARIETTA, GA,30064-3083, USA",,,,[],,
TMM LLC,EOC JAPAN CORPORATION,TE8YABL7XFQ8,JA380,"1-10-5, Iwamotocho,Chiyoda-ku, Tokyo,101-0032, Japan","1-10-5, Iwamotocho,Tmm BLDG. 6F.,Chiyoda-ku, Tokyo,101-0032, Japan",,"Feb 1, 1978",['Hisoka Shinoda'],"(blank), Japan",Not Applicable
