keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
CoPact,,,,"38 CRESTPOINT DR,NEW CASTLE, DE,19720-5668, USA",,,,[],,
ESTAT Actuation,ESTAT ACTUATION INC,GNHZJY3VLDP5,8C1H2,"1028 Welfer ST,Pittsburgh, Pennsylvania,15217-2651, United States","1028 Welfer ST,Pittsburgh, Pennsylvania,15217-2651, United States",,"Apr 24, 2019",['Stuart Diller'],"Delaware, United States",Pennsylvania 12
Truxtun,COUNTY OF KERN,LYM1ZJ6B7BM3,3JFA2,"1115 Truxtun AVE,FL 5,Bakersfield, California,93301-4629, United States","1115 Truxtun AVE 5TH Flr,Bakersfield, California,93301-4617, United States",https://www.kerncounty.com/,"Apr 2, 1866","['Amanda Ruiz', 'Aimee Espinoza', 'Alex Alva', 'Kaler Ayala']","(blank), (blank)",California 22
Truxtun,KERN COUNTY COMMISSION ON AGING FOUNDATION,F7V2UDPEDE85,5JKR4,"5357 Truxtun AVE,Bakersfield, California,93309-0641, United States","5357 Truxtun AVE,Bakersfield, California,93309-0641, United States",,"Jul 1, 1999","['Jeremy Oliver', 'Maria Montoya']","(blank), (blank)",California 20
Truxtun,STRATA FEDERAL CREDIT UNION,S83HYKNY5HS3,(blank),"1717 Truxtun AVE,Bakersfield, California,93301-5110, United States","1717 Truxtun AVE,Bakersfield, California,93301-5110, United States",,"Feb 1, 1949","['Brenda O', 'Brandon Ivie']","California, United States",California 20
Truxtun,COUNTY OF KERN,NQGBLFTTWSS9,1F5X1,"1115 Truxtun AVE,2ND Floor,Bakersfield, California,93301-4630, United States","1115 Truxtun AVE,2ND Floor,Bakersfield, California,93301-4639, United States",https://www.kcttc.co.kern.ca.us/,"Apr 2, 1866","['Aimee Espinoza', 'Brandon Carter', 'Joebryne Cabahug', 'Jordan Kaufman', 'Chase Nunneley']","(blank), (blank)",California 22
Truxtun,"LEE DEVELOPMENT GROUP, LLC",RH4YY69W8NC3,45SH3,"5601 Truxtun AVE STE 190,Bakersfield, California,93309-0627, United States","5601 Truxtun AVE STE 190,Bakersfield, California,93309-0627, United States",,"Feb 18, 1997","['Gregory Bynum', 'Ann Wilkening']","California, United States",California 23
Truxtun,MALASHOCK DANCE & COMPANY,RJ6KMMM2S563,4J5Q6,"2650 Truxtun RD,STE 104,San Diego, California,92106-6172, United States","2650 Truxtun RD,Suite 104,San Diego, California,92106-6172, United States",http://www.malashockdance.org/,"May 8, 1990","['Christopher Morgan', 'Molly Puryear']","California, United States",California 50
Truxtun,,,,"15909 SYCAMORE LN,ROCKVILLE, MD,20853-1458, USA",,,,[],,
Truxtun,GUSTAVO LUNA,C9PZMFL99JJ5,91FB5,"930 Truxtun AVE STE 201,Bakersfield, California,93301-4700, United States","930 Truxtun AVE STE 201,Bakersfield, California,93301-4700, United States",https://www.kerntutoring.com/,"Jul 18, 2018",['Gustavo Luna'],"California, United States",California 23
Truxtun,SUPERIOR COURT OF CALIFORNIA COUNTY OF KERN,DCLCV4FGJ2E3,764T0,"1415 Truxtun AVE RM 212,Bakersfield, California,93301-5215, United States","1415 Truxtun AVE RM 212,Bakersfield, California,93301-5215, United States",http://www.kern.courts.ca.gov/,"Jan 1, 1960","['Travis Andreas', 'Jaqueline Santiago']","(blank), (blank)",California 22
Truxtun,BETHANY SERVICES,K9BMKJXEUTW7,3VBF1,"1600 E Truxtun AVE,Bakersfield, California,93305-5432, United States","1600 E Truxtun AVE,Bakersfield, California,93305-5432, United States",,"May 6, 1985","['Della Freeman', 'Suzanne Robertson', 'Lauren Skidmore']","California, United States",California 21
