keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Composition Labs,COMPOSITION LABS LLC,MU3WGN3THEU3,10D81,"849 Fell ST,San Francisco, California,94117-2511, United States","849 Fell ST,San Francisco, California,94117, United States",,"Jul 3, 2024",['Noah Evers'],"Delaware, United States",California 11
Zap,,,,"18000 STUDEBAKER RD,#700,CERRITOS, CA,90703-2684, USA",,,,[],,
Zap,,,,"30450 HAUN RD # 1084,MENIFEE, CA,92584-6810, USA",,,,[],,
Zap,,,,"15292 SW 104TH ST APT 11-15,MIAMI, FL,33196-3251, USA",,,,[],,
Zap,,,,"3400 COTTAGE WAY STE G2,SACRAMENTO, CA,95825-1474, USA",,,,[],,
Zap,,,,"188 WINDING WAY,SAN CARLOS, CA,94070-2815, USA",,,,[],,
Zap,,,,"200 PARIS LN APT 203,NEWPORT BEACH, CA,92663-1601, USA",,,,[],,
Zap,,,,"2105 N 10TH ST,STE B,MCALLEN, TX,78501-4154, USA",,,,[],,
Zap,,,,"10077 JUBAN CROSSING BLVD,APT 307,DENHAM SPRINGS, LA,70726-7995, USA",,,,[],,
Zap,COYOTE CREEK TRUCKING LLC,RYN3HRURY8Z7,9QDD9,"6310 18TH ST SW,Zap, North Dakota,58580-1000, United States","6310 18TH ST SW,Zap, North Dakota,58580-1000, United States",,"Jun 3, 2022",['Tanner Erickson'],"North Dakota, United States",North Dakota 00
Zap,KAREN A QUINN LLC,TF13XME8Y5V3,8APJ6,"1120 Zap DR,Baraboo, Wisconsin,53913-9523, United States","1120 Zap DR,Baraboo, Wisconsin,53913-9523, United States",,"Feb 24, 2017",['Karen Quinn'],"Wisconsin, United States",Wisconsin 02
Reconstruct,"RECONSTRUCT BIO, INC",XL2QREUL5XT8,(blank),"53 Maplewood AVE,Newton, Massachusetts,02459-2527, United States","53 Maplewood AVE,Newton, Massachusetts,02459-2527, United States",,"Jun 26, 2024",['Luba Perry'],"Delaware, United States",Massachusetts 04
Reconstruct,"RECONSTRUCT, INC.",EAJEWF8MDU89,7J4W7,"60 Hazelwood DR,Champaign, Illinois,61820-7460, United States","60 Hazelwood DR,Champaign, Illinois,61820-7460, United States",,"Dec 4, 2015","['Derek Hoiem', 'Mani Golparvar']","Delaware, United States",Illinois 13
Ceretune LLC,CERETUNE LLC,ES4LSHSJW7J8,0QGK3,"196 S Jordans Chapel RD,Mount Olive, North Carolina,28365-7428, United States","196 S Jordans Chapel RD,Mount Olive, North Carolina,28365-7428, United States",https://www.ceretunellc.com/,"May 1, 2024",['Reid Barnett'],"North Carolina, United States",North Carolina 13
Giv Local,"GIV LOCAL, LLC",VTBQZF7B9HM5,96KZ9,"101 Winesap DR,Port Matilda, Pennsylvania,16870-8301, United States","101 Winesap Drive,Port Matilda, Pennsylvania,16870, United States",https://www.givlocal.com/,"Jun 26, 2018",['Shizuka Buckley'],"Pennsylvania, United States",Pennsylvania 12
