keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Stacks,,,,"2425 RICHTON ST,HOUSTON, TX,77098-3226, USA",,,,,,,
Stacks,,,,"15550 ARFSTEN RD,LARKSPUR, CO,80118-5202, USA",,,,,,,
Stacks,,,,"84 STATE ST STE 100,BOSTON, MA,02109-2202, USA",,,,,,,
Stacks,,,,"6728 BONNIE RIDGE DR APT 201,null,BALTIMORE, MD,21209-2891, USA",,,,,,,
Stacks,RESOLUTION MEDICAL LLC,W99YYD57W4D1,9LUF2,"42 Northern Stacks DR STE 200,Minneapolis, Minnesota,55421-2973, United States","42 Northern Stacks DR STE 200,Minneapolis, Minnesota,55421-2973, United States",,"Apr 11, 2012",Jesse Carlson,Jesse Carlson,"Minnesota, United States",Minnesota 05
Aerogel,AMERICAN AEROGEL CORPORATION,JKR7EDSFFQT8,3F9A5,"460 Buffalo RD,Rochester, New York,14611-2000, United States","460 Buffalo RD,STE 200A,Rochester, New York,14611-2000, United States",https://www.aerosafeglobal.com/,"Jan 5, 2001","Steven Caves, Controller","Steven Caves, Controller","Delaware, United States",New York 25
Aerogel,WESTWOOD AEROGEL CO.,J6ELFAKABJ16,9NTC0,"555 Pierce ST APT 1531,Albany, California,94706-1010, United States","555 Pierce ST APT 1531,Albany, California,94706-1010, United States",,"May 1, 2023","Patricia McNeil, Chief Executive Officer","Patricia McNeil, Chief Executive Officer","Delaware, United States",California 12
Aerogel,"AEROGEL TECHNOLOGIES, LLC",SP8JJMJGAXC8,9HM56,"1 Westinghouse Plaza Building D,Suite D157,Boston, Massachusetts,02136-2075, United States","1 Westinghouse Plaza Building D,Suite D157,Boston, Massachusetts,02136-2196, United States",,"Feb 13, 2004",Stephen Steiner,Justin Griffin,"Wisconsin, United States",Massachusetts 07
Aerogel,SI14 AEROGEL LLC,HRKCDSGBXCH6,9PFB7,"404 S Pine ST # 1,Mount Prospect, Illinois,60056-3724, United States","420 Orchard ST,Unit 28,Antioch, Illinois,60002, United States",,"Aug 18, 2023",Joe Stecher,Joe Stecher,"Illinois, United States",Illinois 05
Delta Z,,,,,,,,,,,
Delta Z,,,,,,,,,,,
Delta Z,,,,,,,,,,,
Brian Jordan,ST CAMILLUS CHURCH,E82WRMTAE6L5,8Y9M9,"1600 Saint Camillus DR,Silver Spring, Maryland,20903-2559, United States","1600 Saint Camillus DR,Silver Spring, Maryland,20903-2559, United States",,"Nov 16, 1951","Brian Jordan, Pastor","Brian Jordan, Pastor","Maryland, United States",Maryland 08
Brian Jordan,BRIAN JORDAN,X3BGSK661GQ3,9ZK55,"19261 Nuthatch ST,Perris, California,92570-6520, United States","19261 Nuthatch ST,Perris, California,92570, United States",,"Jan 5, 2005","Kenya Y Jackson Jordan, Operations Manager","Brian E Jordan, Owner/CEO","(blank), (blank)",California 39
Brian Jordan,"SENSIBLE SOLUTIONS AND TECHNOLOGIES, INC.",UDL8J6Y9LMJ5,3EJD9,"10830 Guilford RD STE 308,Annapolis Junction, Maryland,20701-1108, United States","10830 Guilford RD STE 308,Annapolis Junction, Maryland,20701-1108, United States",https://www.ssati.com/,"Jan 21, 2003",Mary Leesman-Weeks,Brian JORDAN,"Maryland, United States",Maryland 03
Brian Jordan,"HELIX ELECTRIC, INC.",KNUNMBN8T785,0C655,"6795 Flanders DR,San Diego, California,92121-2903, United States","6795 Flanders DR,San Diego, California,92121-2903, United States",http://www.helixelectric.com/,"Oct 4, 1985","Brady G. Hill, Executive Vice President","Brian Jordan, Executive Vice President","California, United States",California 51
Brian Jordan,"BRANCH TECHNICAL SERVICES, LLC",EBAMYJ5U36X7,6LKM9,"8507 Oxon Hill RD STE 301,Fort Washington, Maryland,20744-4885, United States","8507 Oxon Hill Road Suite 301,Fort Washington, Maryland,20744-4885, United States",https://www.branchts.com/,"Jul 27, 2011",Tameka Edwards,Tameka Edwards,"Maryland, United States",Maryland 04
Radu Balan,RCBB GMBH,GFUSG57QMJQ9,CNDU5,"SCHUEGRAFSTR. 9,Muenchen,(blank), Germany","SCHUEGRAFSTR. 9,Muenchen,(blank), Germany",https://rcbetonbau.com/,"Nov 1, 2021",BALAN RADU,BALAN RADU,"(blank), Germany",Not Applicable
