keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
JAB,,,,"2736 ROOKS RD,DAVENPORT, FL,33837-9620, USA",,,,,,,
JAB,,,,"2853 COPE RD,NORWAY, SC,29113-9166, USA",,,,,,,
JAB,,,,"1103 W BROMPTON DR,PEARLAND, TX,77584-2203, USA",,,,,,,
JAB,,,,"3849 N SLATOR AVE,ODESSA, TX,79764-1315, USA",,,,,,,
JAB,,,,"643 S 1ST AVE,OTHELLO, WA,99344-1703, USA",,,,,,,
jeffrey cummings,"HARDSHELL LABS, INC.",URCJPUWW2G14,90DU2,"61313 Onaga Trail,Joshua Tree, California,92252-3181, United States","2647 Gateway Road,Suite 105-140,Carlsbad, California,92009, United States",https://www.hardshelllabs.com/,"Jul 24, 2014","Jeffrey Cummings, CFO","Jeffrey Cummings, CFO","Delaware, United States",California 23
LifeGene-Biomarks,LIFEGENE- BIOMARKS INC,GGR9ABCTBGG5,7RTK5,"1612 AVE Ponce De Leon,San Juan, Puerto Rico,00909-1833, United States","1612 Avenida Ponce De Leon,First Floor,San Juan, Puerto Rico,00909-1833, United States",,"Oct 5, 2009",Rafael Guerrero-Preston,Rafael Guerrero-Preston,"Puerto Rico, United States",Puerto Rico 98
LifeGene-Biomarks,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
LifeGene-Biomarks,MCDANIEL FARMS INC,EK28CNM2ZYW8,7L4B1,"81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States","81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States",,,,,,
LifeGene-Biomarks,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
LifeGene-Biomarks,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
MatchStick,,,,"2023 NE LIBERTY ST,PORTLAND, OR,97211-5338, USA",,,,,,,
