keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Mangino,MANGINO JOSEPH N,KZ9APDPSHSB7,0VR86,"1103 Atlantic DR,Stafford, Virginia,22554-2105, United States","1103 Atlantic Drive,Stafford, Virginia,22554-2105, United States",,"Apr 1, 1989","Joseph N Mangino, President","NANCY A Mangino, Vice President","Virginia, United States",Virginia 07
Mangino,TUSCUMBIA CITY BOARD OF EDUCATION,HY9SGYNJ6MV8,5MZV0,"303 N Commons ST E,Tuscumbia, Alabama,35674-1210, United States","303 North Commons Street East,Tuscumbia, Alabama,35674-1210, United States",,"Oct 1, 1855","Stephanie Mangino, CSFO","Stephanie Mangino, CSFO","(blank), (blank)",Alabama 04
Mangino,"LASTING IMPRESSIONS PROMOTIONS, INC.",ZRHDTL16J1T9,92U76,"41839 Michigan AVE,Canton, Michigan,48188-2686, United States","41839 Michigan AVE,Canton, Michigan,48188-2686, United States",https://www.liteam.com/,"Nov 1, 1976",Lois Mangino,"Lois Mangino, Director of Bids and Contracts","Michigan, United States",Michigan 06
Mangino,,,,"1034 COFFEE RUN RD,PULASKI, PA,16143-2604, USA",,,,,,,
Mangino,,,,,,,,,,,
Flow Power,CURRENT FLOW SOLUTIONS LLC,JH2HDC5YLZK3,9RED0,"2215 Forest DR,Cumming, Georgia,30041-7792, United States","2215 Forest DR,Cumming, Georgia,30041-7792, United States",https://www.cflowsolutions.com/,"Aug 23, 2023","Wayne Wilson, CEO","Wayne Wilson, CEO","Georgia, United States",Georgia 06
Flow Power,"CONTROL FLOW, INC.",X26FY3SJ2Z71,3X894,"9201 Fairbanks N Houston RD,Houston, Texas,77064-6206, United States","P.O. Box 40788,Houston, Texas,77240, United States",,"Nov 12, 1975","James M Adams, Manager","Natalie A Saiz, Govt. Sales Administrator","Texas, United States",Texas 38
Flow Power,MOTION & FLOW CONTROL PRODUCTS INC,QFJGJ25TAKB4,7XC05,"2145 Van Horn RD,Fairbanks, Alaska,99701-7203, United States","2145 Van Horn RD,Fairbanks, Alaska,99701-7203, United States",,"Sep 26, 2006",Casey Weaver,Ingar Grev,"Colorado, United States",Alaska 00
Flow Power,FLOW DYNAMICS & AUTOMATION INC,QA6EKMBGNBA9,0RFB5,"1024 11TH CT W,Birmingham, Alabama,35204-1808, United States","1024 11TH Court West,Birmingham, Alabama,35204-1808, United States",http://www.flowdynamics.net/,"Jan 1, 1994","Mike Scott, Controller",JENNIFER MARKSTROM,"Alabama, United States",Alabama 07
Flow Power,CURTISS-WRIGHT FLOW CONTROL CORPORATION,GA4GHJVX7NT3,12190,"2950 E Birch ST,Brea, California,92821-6246, United States","2950 Birch ST,Brea, California,92821-6246, United States",http://enertech.cwfc.com/,"Jul 21, 1998",Zackary Wang,John Knezevic,"California, United States",California 45
Dahlgren,,,,"16098 COUNTY ROAD 200 E,DAHLGREN, IL,62828-4246, USA",,,,,,,
Dahlgren,BASIC COMMERCE & INDUSTRIES INC,RLAJK8V4FGF3,050F7,"16343 Dahlgren RD,King George, Virginia,22485-5807, United States","16343 Dahlgren Road,P.O. Box 1748,Dahlgren, Virginia,22448-1748, United States",http://www.teambci.com/,"Sep 1, 1995",Vicki Schmidt,Kimberly Lewis,"New Jersey, United States",Virginia 07
Dahlgren,VILLAGE OF DAHLGREN,PMFKJUFKZ7C3,7NH72,"104 N 3RD ST,Dahlgren, Illinois,62828-8025, United States","106 N Third ST,PO Box 98,Dahlgren, Illinois,62828, United States",,"Jan 1, 1872","Sue Wilkerson, Village Clerk","Sue Wilkerson, Village Clerk","(blank), (blank)",Illinois 12
Dahlgren,,,,"17320 DAHLGREN RD,null,DAHLGREN, VA,22448-5150, USA",,,,,,,
Dahlgren,PHELPS MEMORIAL HEALTH CENTER,KDXUM3LX2FD4,652B7,"1215 Tibbals ST,Holdrege, Nebraska,68949-1255, United States","1215 Tibbals ST,Holdrege, Nebraska,68949-1255, United States",,"Apr 28, 1968",LINDSAY SULLIVAN,LONA DAHLGREN,"Nebraska, United States",Nebraska 03
Monique Head,OFFICE INTERNATIONAL DES EPIZOOTIES,GNLTRTK3EHC6,FALV3,"12 Rue De Prony,Paris,75017, France","12 Rue De Prony,Paris, Iie De France,75017, France",https://www.woah.org/,"Jan 25, 1924","Monique Eloit, Director General","Emily Tagliaro, Head Engagement & Investment Dept","(blank), France",Not Applicable
Monique Head,"ABSOLUTE SIGN, INC.",XH2KDXAFMGK9,7MFK0,"10655 Humbolt ST,Los Alamitos, California,90720-2447, United States","10655 Humbolt ST,Los Alamitos, California,90720, United States",https://www.absolutesign.com/,"Jan 22, 1999","Sue Head, Controller","Tish Head, COO","California, United States",California 45
Philip Resnick,PIKESVILLE VOLUNTEER FIRE CO,KKAUPED8MQU5,6FNF5,"40 E Sudbrook LN,Pikesville, Maryland,21208-4013, United States","40 E. Sudbrook Lane,Baltimore, Maryland,21208-4013, United States",http://www.pvfd32.org/,"Feb 4, 1897",PHILIP Goldsmith,Kathleen Resnick,"Maryland, United States",Maryland 02
Raja Srinivasan,GEOIDENTITY INC,WCRMRPRN46E5,8M6Q6,"901 Campisi WAY,Suite 300,Campbell, California,95008-2376, United States","901 Campisi WAY,Suite 300,Campbell, California,95008-2376, United States",https://www.geoidentity.com/,"Nov 13, 2012","Rajagopalan Srinivasan, Owner","Rajagopalan Srinivasan, Owner","Virginia, United States",California 16
Aquaponics,,,,"MW/Z/D/81,null,Bububu,255, TZA",,,,,,,
Aquaponics,,,,"10305 SW WILSONVILLE RD,WILSONVILLE, OR,97070-7684, USA",,,,,,,
Aquaponics,,,,"5861 GARFIELD ST,HOLLYWOOD, FL,33021-5152, USA",,,,,,,
Aquaponics,,,,"54 TRACY LANE,THOMASVILLE, GA,31757-1931, USA",,,,,,,
Aquaponics,,,,"412 Loch Haven Dr,Conyers, GA,30058, USA",,,,,,,
