keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
BioBot,,,,"45 S 7TH ST,MINNEAPOLIS, MN,55402-1614, USA",,,,,,,
BioBot,BIOBOT ANALYTICS INC,HLKDDRDLJAP9,885N6,"501 Massachusetts AVE,Cambridge, Massachusetts,02139-4018, United States","501 Massachusetts Avenue,Cambridge, Massachusetts,02139, United States",https://www.biobot.io/,"Sep 25, 2017","Newsha Ghaeli, President",Mariana Matus,"Delaware, United States",Massachusetts 07
Sorbenta,SORBENTA INC,JBJ7EF1MD9P1,(blank),"107 E Poplar AVE,Carrboro, North Carolina,27510-1709, United States","1710 E Franklin ST Num 1129,Chapel Hill, North Carolina,27514, United States",,"Aug 29, 2022",Irene Harmody,Orlando Coronell Nieto,"North Carolina, United States",North Carolina 04
Pharmaceutical sciences,,,,"F3, Bld 9, Accelerator Phase 2, Biotech and Pharmaceutical Vally, Jiangbei New Area,Nanjing,(blank), CHN",,,,,,,
Pharmaceutical sciences,RESEARCH CENTER PHARMACEUTICAL ENGINEERING GMBH,JMW6R9VB27L9,5831N,"Inffeldgasse 13,Graz,8010, Austria","Inffeldgasse 13,Graz, Steiermark,8010, Austria",https://www.rcpe.at/,"Jun 9, 2008",Christian Vogl,"Thomas Klein, Dr","(blank), Austria",Not Applicable
Pharmaceutical sciences,ASEGUA THERAPEUTICS LLC,JNQMSQ4JQ6A9,88RM7,"333 Lakeside DR,Foster City, California,94404-1147, United States","333 Lakeside DR,Foster City, California,94404-1147, United States",,"Sep 24, 2018","Paula Hsien, Associate Director, Gilead Sciences, Inc.","Paula Hsien, Associate Director, Gilead Sciences, Inc.","Delaware, United States",California 15
Pharmaceutical sciences,ZYLA LIFE SCIENCES US INC,TFAYSZTRAZB4,7VDL3,"100 Saunders RD,STE 300,Lake Forest, Illinois,60045-2508, United States","100 Saunders RD,STE 300,Lake Forest, Illinois,60045-5624, United States",https://www.assertiotx.com/,"Oct 8, 2012",Jill Ngo,Paul Schwichtenberg,"Delaware, United States",Illinois 10
Pharmaceutical sciences,TILDE SCIENCES LLC,QSHPA85F75P3,9ULQ0,"101 Hudson ST FL 21,Jersey City, New Jersey,07302-3929, United States","101 Hudson ST,Floor 21,Jersey City, New Jersey,07302-3929, United States",,"Jun 8, 2023",Anne Kirby,Anne Kirby,"Delaware, United States",New Jersey 08
Right-ADM,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Right-ADM,MCDANIEL FARMS INC,EK28CNM2ZYW8,7L4B1,"81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States","81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States",,,,,,
Right-ADM,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Right-ADM,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Right-ADM,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
EG Whiteley Ent LLC,,,,"11387 TOLKIEN AVE,WHITE PLAINS, MD,20695-4180, USA",,,,,,,
Green Geothermal Heating and Cooling,"ATS WELDING, LLC",MGHAGME9BE15,7UZD6,"723 W Pacific AVE STE 100,Salt Lake City, Utah,84104-1060, United States","2164 W. 700 N.,Marriott-slaterville, Utah,84404, United States",https://www.atswelding.com/,"Aug 15, 2023","Brad Larson, CFO","Justin Grimmett, Project Manager","Utah, United States",Utah 02
Green Geothermal Heating and Cooling,"JPNGOY, LLC",U2KAM32UEU15,7R2H6,"1416 N Green Meadows BLVD,Streamwood, Illinois,60107-1140, United States","1416 N. Green Meadows BLVD,Streamwood, Illinois,60107, United States",https://www.aganozuri.com/,"Jul 2, 2008","Jean-Pierre Ngoy, COO","Jean-Pierre Ngoy, COO","Illinois, United States",Illinois 08
Green Geothermal Heating and Cooling,"GREEN STAR, L.P",RCADA5LLN8L5,89UZ9,"241 S Crosscreek DR,Chandler, Arizona,85225-5425, United States","2875 W. Ray RD., #6,Chandler, Arizona,85224, United States",,"Aug 8, 2014",John Jennings,John Jennings,"Arizona, United States",Arizona 05
Green Geothermal Heating and Cooling,GREEN CROSS FOUNDATION INC,LGA1KJNQLMQ8,8EQY4,"3421 Lee RD,Snellville, Georgia,30039-5621, United States","248 Lee Byrd RD,Loganville, Georgia,30052, United States",,"Oct 1, 2009",Chukwuuemeka Chidebelu-Eze,Chukwuuemeka Chidebelu-Eze,"Georgia, United States",Georgia 07
Green Geothermal Heating and Cooling,FSC GREEN TECHNOLOGIES LLC,G3C1MSRMCBQ7,9UYQ6,"125 Airport RD STE B,Waterford, Michigan,48327-1703, United States","125 Airport RD STE B,Waterford, Michigan,48327-1703, United States",,"Dec 12, 2023",Jeicob Perez,Jeicob Perez,"Michigan, United States",Michigan 11
COAST Lab,"MAN-MACHINE SYSTEMS ASSESSMENT (MSA), INCORPORATED",EYGGNMMYD4F3,1XBR1,"1808 S Nelson ST,Arlington, Virginia,22204-5109, United States","1808 South Nelson ST,Arlington, Virginia,22204-2287, United States",http://www.msaincorp.com/,"Jan 24, 1990","LILLY HARRIS, CEO/President","LILLY HARRIS, CEO/President","Texas, United States",Virginia 08
