keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
test,,,,,,,,,,,
test,,,,,,,,,,,
test,,,,,,,,,,,
test,,,,,,,,,,,
test,,,,,,,,,,,
Vizulingo,VIZULINGO,HDU5ZNBABLZ1,(blank),"1206 Hammon AVE,Ephrata, Pennsylvania,17522-2918, United States","1206 Hammon AVE,Ephrata, Pennsylvania,17522-2918, United States",https://vizulingo.com/,"Jan 16, 2020","Mark Murphy, CEO","Mark Murphy, CEO","Delaware, United States",Pennsylvania 11
"L&D Enterprises, LLC",,,,"7 NUTMEG DR STE A7,ELLINGTON, CT,06029-5836, USA",,,,,,,
"L&D Enterprises, LLC",,,,"4530 E ZILLAH DR,ZILLAH, WA,98953-9326, USA",,,,,,,
"L&D Enterprises, LLC",,,,"3601 Kernan Blvd S #934,null,Jacksonville, FL,32224-9690, USA",,,,,,,
"L&D Enterprises, LLC",,,,"2607 Woodruff Rd STE E 1152,Simpsonville, SC,29681-4803, USA",,,,,,,
"L&D Enterprises, LLC",,,,"117 S LEXINGTON ST,STE 100,HARRISONVILLE, MO,64701-2444, USA",,,,,,,
nan,"BADGETT, NAN",M79RN9VAGXH5,8DSR8,"4540 E Coronado Ridge LN,Tucson, Arizona,85739-8796, United States","PO Box 8666,Tucson, Arizona,85738, United States",https://www.dbawordability.com/,"Jul 1, 1992",Nan Badgett,Nan Badgett,"Arizona, United States",Arizona 06
nan,FIONN & CO LLC,R362HUUJHH74,8XJ09,"215 Navajo CT,Morganville, New Jersey,07751-4617, United States","215 Navajo CT,Morganville, New Jersey,07751-4617, United States",,"Nov 9, 2020",Aishwarya Sharma,Nan Fisher,"Delaware, United States",New Jersey 03
nan,"BRANDABILITY, INC.",FAL4FJDASE94,3G2G4,"10501 Indiana AVE,Lubbock, Texas,79423-5179, United States","10501 Indiana,Lubbock, Texas,79423-5179, United States",http://www.brandability.com/,"Oct 1, 1992","Nan Brizendine, Controller","Nan Brizendine, Controller","Texas, United States",Texas 19
nan,"SHUKER, NAN R",UDQYX36MA9A5,51FV7,"5220 Loughboro RD NW,Washington, District Of Columbia,20016-2634, United States","5220 Loughboro RD NW,Washington, District Of Columbia,20016-2634, United States",,"Feb 2, 2004","Nan R. Shuker, Owner",Nan R. Shuker,"District Of Columbia, United States",District Of Columbia 98
nan,KIDS IN FOCUS,MFY3J3BEDGV5,8CQP4,"4455 E Camelback RD STE A215,Phoenix, Arizona,85018-2897, United States","3104 E Camelback RD,#104,Phoenix, Arizona,85016, United States",,"Oct 20, 2014","Nan McCoy, Executive Director","Nan McCoy, Executive Director","Arizona, United States",Arizona 01
Pi-to-Pi,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Pi-to-Pi,MCDANIEL FARMS INC,EK28CNM2ZYW8,7L4B1,"81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States","81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States",,,,,,
Pi-to-Pi,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Pi-to-Pi,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Pi-to-Pi,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
No Code Stack,,,,,,,,,,,
No Code Stack,,,,,,,,,,,
No Code Stack,,,,,,,,,,,
CyPhy,RATIONAL CYPHY INC,MAVXNREBNY27,72QT7,"1512 Country Lake DR,Champaign, Illinois,61821-6428, United States","1512 Country Lake DR,Champaign, Illinois,61821-6428, United States",,"Jan 22, 2014",Mahesh Viswanathan,Mahesh Viswanathan,"Illinois, United States",Illinois 13
TheMe,,,,"1525 SPRUCE ST,PUEBLO, CO,81004-3428, USA",,,,,,,
TheMe,SHANGHAI INTERNATIONAL THEME PARK COMPANY LTD,GHNCZUNDDGF1,SRNY1,"NO.1-600,901-1100, Lane 255,West Shendi Road,Shanghai,(blank), China","NO.753, North Shendi Road,Shanghai, Shanghai,(blank), China",,"Apr 2, 2011",Smile Wang,Peiyao Wang,"(blank), China",Not Applicable
TheMe,LDNA LLC,K61BN13Y7WG1,9TQ98,"12064 Theme Aly,Orlando, Florida,32832-5144, United States","12064 Theme Aly,Orlando, Florida,32832-5144, United States",,"Jan 20, 2023","Daniel Galan, OWNER","Daniel Galan, OWNER","Florida, United States",Florida 09
TheMe,THEME APPAREL INC,Z5QRADKLUNQ5,8H6J7,"875 N Michigan AVE FL 31,Chicago, Illinois,60611-1962, United States","8129 S Green ST,Chicago, Illinois,60620-3144, United States",https://themefr.com/,"Feb 11, 2014","Dalaun Finch, President","Dalaun M Finch, President","Illinois, United States",Illinois 05
TheMe,HURON COUNTY FAIRGROUNDS,XECRJ6GLC983,9GDV5,"940 Fair RD,Norwalk, Ohio,44857-2041, United States","940 Fair RD,Norwalk, Ohio,44857-2041, United States",,"Jan 1, 1920","Joan Deeble, Treasurer","Richard Wiles, Vice President","(blank), (blank)",Ohio 05
