keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Shell Yeah,SHELL YEAH! LLC,KDXUA129N265,01R03,"916 23RD ST,Gulfport, Mississippi,39501-3350, United States","916 23RD ST,Gulfport, Mississippi,39501-3350, United States",,"Feb 21, 2024",Ebony Conley,Ebony Conley,"Mississippi, United States",Mississippi 04
"Kandih Group, LLC",KANDIH GROUP LC,T9Q7HEENL936,72MP4,"2 Countryside CT,Silver Spring, Maryland,20905-4516, United States","2 Countryside CT,Silver Spring, Maryland,20905, United States",http://kandih.com/,"Sep 19, 2013",HARRIET KAMENDI,HARRIET KAMENDI,"Maryland, United States",Maryland 08
Balance,,,,,,,,,,,
Balance,,,,"522 EDISON ST SE,OLYMPIA, WA,98501, USA",,,,,,,
Balance,,,,"2026 PARKVIEW AVE,KALAMAZOO, MI,49008-2834, USA",,,,,,,
Balance,,,,"1016 Grand Ave,Waukegan, IL,60085-3794, USA",,,,,,,
Balance,,,,"4900 WYCLIFF LN,null,FAIRFAX, VA,22032-2351, USA",,,,,,,
"BeneKinetic, Inc.","BENEKINETIC, INC,",J9AEEM6ZNVU6,(blank),"1451 Rockville Pike STE 250,Rockville, Maryland,20852-1486, United States","1451 Rockville Pike STE 250,Rockville, Maryland,20852-1486, United States",,"May 19, 2023","Eric Hsia, Lead PT","Eric Hsia, Lead PT","Delaware, United States",Maryland 08
Neopathology Corp.,,,,"4539 METROPOLITAN CT,FREDERICK, MD,21704-9452, USA",,,,,,,
Spray,SPRAY CITY HALL,D536G8NJNM46,8GUF2,"300 Park ST,Spray, Oregon,97874-2010, United States","300 Park AVE,P.O. Box 83,Spray, Oregon,97874-2010, United States",,"Jan 1, 1958","Crystal J Rey, City Recorder","Crystal J Rey, City Recorder","(blank), (blank)",Oregon 02
Spray,"MCCAIN, JAMES",PSCPKVYP61P6,4VDQ5,"1703 Greg ST,Sparks, Nevada,89431-5938, United States","1703 Greg ST,Sparks, Nevada,89431-5938, United States",https://spraycraftautopaint.com/,"Jan 1, 2018","JAMES MCCAIN - SPRAY CRAFT AUTO PAINTING MCCAIN, OWNER",JAMES MCCAIN - SPRAY CRAFT AUTO PAINTING MCCAIN,"Nevada, United States",Nevada 02
Spray,KINFOLK KREATIONS CUSTOM WOODWORKING LLC,CWHJK778BMA5,(blank),"35777 Old Scale DR,Bagley, Minnesota,56621-4262, United States","35777 Old Scale DR,Bagley, Minnesota,56621-4262, United States",https://kinfolkkreationscw.com/,"Feb 10, 2020",Dillon Spray,"Dillon Spray, President","Minnesota, United States",Minnesota 08
Spray,"DEFENSE, HAWAII DEPARTMENT OF",MDZEFA2Z8DN5,4AFZ4,"3949 Diamond Head Road,Honolulu, Hawaii,96816-4413, United States","4204 Diamond Head Road,Hawaii Emergency Management Agency,Honolulu, Hawaii,96816-4495, United States",https://dod.hawaii.gov/hiema/,"Jul 1, 2014",RUSTY SPRAY,"Lauren Mark, Grants Program Manager","(blank), (blank)",Hawaii 01
Spray,SPRAY SYSTEMS OF ARIZONA INC,TWRVBK3JJLY8,0LE08,"2202 W Medtronic WAY STE 108,Tempe, Arizona,85281-5107, United States","2202 W. Medtronic WAY,Suite 108,Tempe, Arizona,85281-5107, United States",http://www.spraysystemseri.com/,"Jan 1, 1983","SHANNON BISHOP, Controller","SHANNON BISHOP, CFO","Arizona, United States",Arizona 04
Aquatonomy Inc,AQUATONOMY INC,S324XC4V3N25,95EA2,"307 Timber CT,Pittsburgh, Pennsylvania,15238-2437, United States","307 Timber CT,Pittsburgh, Pennsylvania,15238-2437, United States",https://www.aquatonomy.com/,"Aug 23, 2021",Michael Kaess,Michael Kaess,"Delaware, United States",Pennsylvania 17
Sonura LLC,SONURA INC.,RCWDXBK44D73,9XS46,"445 S 44TH ST APT 1,Philadelphia, Pennsylvania,19104-3928, United States","445 S 44TH ST APT 1,Philadelphia, Pennsylvania,19104-3928, United States",,"Sep 1, 2023",Sophie Ishiwari,Sophie Ishiwari,"Delaware, United States",Pennsylvania 03
LINKSciences,,,,"36 Rhodes Pl,null,Lutherville, MD,21093-3968, USA",,,,,,,
