keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Medulate,MEDULATE LLC,JZ6XDD99LCD1,(blank),"2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States","2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States",,"Oct 22, 2018",['Scarlett Miller'],"Pennsylvania, United States",Pennsylvania 15
"ScholasTech, LLC","SCHOLASTECH, LLC",UNLGYV3Y3HK9,7DJS1,"3019 Prentice AVE,Columbia, South Carolina,29205-3937, United States","3019 Prentice AVE,Columbia, South Carolina,29205-3937, United States",http://www.scholastechnology.com/,"Oct 15, 2014",['Stanley Dubinsky'],"South Carolina, United States",South Carolina 06
ProVision,"PROTON THERAPY CENTER LLC, THE",XLH5EVMLWLD9,71RU9,"6450 Provision Cares WAY,Knoxville, Tennessee,37909-2544, United States","Provision Center For Proton Therapy,6450 Provision Cares WAY,Knoxville, Tennessee,37909-2544, United States",http://www.provisionproton.com/,"Feb 5, 2010","['Robert Vincill', 'Sherri Forester']","Tennessee, United States",Tennessee 02
ProVision,,,,"51 QUEEN AVE,ENOLA, PA,17025-2339, USA",,,,[],,
ProVision,,,,"5569 WENONAH DR,DALLAS, TX,75209-5521, USA",,,,[],,
ProVision,,,,"3006 GLENDALE AVE,DURHAM, NC,27704-3022, USA",,,,[],,
ProVision,,,,"1264 S VIRGINIA ST,RENO, NV,89502-2802, USA",,,,[],,
ProVision,,,,"15400 GRAND RIVER AVE STE 17,DETROIT, MI,48227-4124, USA",,,,[],,
ProVision,,,,"1108 VALMAR ST,null,LITTLE ROCK, AR,72204-2174, USA",,,,[],,
ProVision,,,,"5458 E BROAD ST,GIBBSTOWN, NJ,08027, USA",,,,[],,
ProVision,,,,"4823 INDIO TRL,LAKE WORTH, FL,33467-7413, USA",,,,[],,
ProVision,,,,"204 N WEST ST,ROCKWALL, TX,75087-3002, USA",,,,[],,
Kev�t,KT & T DISTRIBUTORS INC,MSZHLYLZ5745,3H8M7,"472 Amherst ST Unit 12,Nashua, New Hampshire,03063-1204, United States","472 Amherst ST UNIT12,Nashua, New Hampshire,03063-1204, United States",http://www.kttdistributors.com/,"Feb 17, 1998","['Kevin Porter', 'Anthony Decotis']","New Hampshire, United States",New Hampshire 02
