keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
TITAN,"TITAN ELECTRONICS, INC",HTJLCK7D99A9,3HDS7,"616 W Monroe ST Lbby 3,Chicago, Illinois,60661-3612, United States","616 W Monroe ST Lbby 3,Chicago, Illinois,60661-3612, United States",,"Jan 1, 1995","['Mark Apel', 'Douglas Buettgen']","Illinois, United States",Illinois 07
TITAN,TITAN TIRE CORPORATION,TN8RHWAJ9MJ8,08SN2,"2345 E Mkt,Des Moines, Iowa,50317-0000, United States","2345 E. Market Street,Des Moines, Iowa,50317-7528, United States",,"Jul 13, 1994","['Scott Jones', 'Craig Warren', 'Randy Dodd']","Illinois, United States",(blank)
TITAN,4CAST INC,QN4FBZHGP5W7,88E47,"259 W Front ST STE 6,Missoula, Montana,59802-4342, United States","1455 Pennsylvania AVE NW,STE 400,Washington Dc, District Of Columbia,20004-1017, United States",https://4castai.com/,"Jun 24, 2018","['Nissim Titan', 'Meital Ainhorn']","Montana, United States",Montana 01
TITAN,STORAGE EQUIPMENT CO INC,PMQ2XG6KQXQ5,67646,"1258 Titan DR,Dallas, Texas,75247-3799, United States","1258 Titan DR,Dallas, Texas,75247-3712, United States",,"May 1, 1955","['Timothy Mcsorley', 'Patricio Frutos']","Texas, United States",Texas 33
TITAN,UPDATED AUTO LLC,CRVVJD21AS71,9Y6D1,"3095 S Highland DR,Las Vegas, Nevada,89109-1048, United States","3095 S Highland DR,Las Vegas, Nevada,89109-1048, United States",,"Jun 21, 2024",['Titan Garland'],"Nevada, United States",Nevada 01
TITAN,TITAN CONTROLS LLC,N4P6NRC5A971,4HP47,"20042 Fm 523,Angleton, Texas,77515-8874, United States","20042 FM-523,Angleton, Texas,77515-8874, United States",http://www.titan-controls.com/,"Jan 30, 2006","['Jose Calzada', 'Kent Manns']","Texas, United States",Texas 14
TITAN,"COMFORT HOUSE, INC.",USBJP87F9KV4,6L4N8,"2450 Titan Row,Orlando, Florida,32809-6946, United States","2450 Titan Row,Orlando, Florida,32809-6946, United States",,"Oct 1, 1969",['John Sharp'],"Florida, United States",Florida 05
TITAN,TITAN TECHNOLOGY SOLUTIONS LIMITED,UDG6HGJMVZC7,SGC02,"27 Coill Diarmada Ard A Laoi,Castledermot,Co. Kildare, Co. Kildare,(blank), Ireland","Unit W10H Tougher Business Park,Naas, County Kildare,COUNTY KILDARE, Ireland",http://www.titan-ts.com/,"Mar 12, 2008","['Gunter Bayer', 'Justin Mcentee']","(blank), Ireland",Not Applicable
TITAN,"TITAN MACHINE, LLC",F7DCQHB96GJ7,7WLB5,"8816 W Sheepneck RD,Mount Pleasant, Tennessee,38474-2074, United States","8816 W Sheepneck RD,Mount Pleasant, Tennessee,38474-2074, United States",,"May 23, 2017","['Casey Hedrick', 'Austin Hedrick']","Tennessee, United States",Tennessee 04
TITAN,,,,"Mashynobudivnykiv, 1,Chabany,08162, UKR",,,,[],,
"MelaTech, LLC","MELATECH, L.L.C.",UFHYM6EJN7L3,8BVY8,"615 N Wolfe ST,STE E5132,Baltimore, Maryland,21205-2103, United States","1 N Haven ST,B004,Baltimore, Maryland,21224-1614, United States",https://https//WWW.MELATECH.SPACE,"Apr 17, 2017","['Radames Cordero', 'Lisa Walborn']","Maryland, United States",Maryland 07
