keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Predictive LLC,,,,"310 GOVERNMENT AVE,NICEVILLE, FL,32578-1809, USA",,,,[],,
Predictive LLC,"PREDICTIVE SERVICE, LLC",YLCGW6Y1AC59,4EY46,"25200 Chagrin BLVD STE 300,Cleveland, Ohio,44122-5837, United States","25200 Chagrin BLVD., Suite 300,Beachwood, Ohio,44122-5684, United States",http://www.predictiveservice.com/,"Jul 1, 2002","['John Harman', 'Donald Frankel', 'Brenda Stein']","Ohio, United States",Ohio 11
Predictive LLC,,,,"412 SHELLCASTLE RD,ROCKY MOUNT, NC,27804-7709, USA",,,,[],,
Predictive LLC,,,,"2 JACQUELINE DR,DOVER, NH,03820-5019, USA",,,,[],,
Predictive LLC,,,,"5900 BALCONES DR,SUITE 100,AUSTIN, TX,78731-4298, USA",,,,[],,
Predictive LLC,,,,"951 20TH ST,UNIT 13467,DENVER, CO,80201-5386, USA",,,,[],,
Predictive LLC,PREDICTIVE LLC,LDHKC12HSJ86,8DKY3,"2806 Treasures LN,Raleigh, North Carolina,27614-7631, United States","2806 Treasures LN,Raleigh, North Carolina,27614-7631, United States",https://www.predictive-llc.com/,"May 16, 2019",['Kevin Causey'],"North Carolina, United States",North Carolina 02
Predictive LLC,PREDICTIVE ONCOLOGY INC.,MXZDAK9SUMC4,6JVK8,"91 43RD ST STE 110,Pittsburgh, Pennsylvania,15201-3161, United States","91 43RD ST STE 110,Pittsburgh, Pennsylvania,15201-3161, United States",http://www.predictive-oncology.com/,"Apr 9, 2002","['Jeremy Yaukey', 'Molly Lander']","Delaware, United States",Pennsylvania 12
Predictive LLC,PREDICTIVE SOLUTIONS ENGINEERING LLC,F77NL92HUXM6,5RV07,"1 S Church AVE STE 1750,Tucson, Arizona,85701-1612, United States","1 S Church AVE STE 1750,Tucson, Arizona,85701-1612, United States",http://www.predictive-se.com/,"Sep 9, 2009","['Reginald Vaughn', 'Monica Foster']","Arizona, United States",Arizona 07
Predictive LLC,PREDICTIVE HEALTHCARE,K6W8ZYXG4L25,122E1,"143 Great ROAD, STE 2,Bedford, Massachusetts,01730-2743, United States","143 Great ROAD, STE 2,Bedford, Massachusetts,01730, United States",https://www.predictivecare.ai/,"Jan 1, 2022",['Talal Ali'],"Massachusetts, United States",Massachusetts 06
AxNano LLC,AXNANO LLC,NMDVSFDSVCB4,6NXP3,"2901 E Gate City BLVD,STE 2200,Greensboro, North Carolina,27401-4901, United States","2901 E Gate City BLVD,STE 2200,Greensboro, North Carolina,27401-4901, United States",https://www.axnano.com/,"Aug 16, 2011","['Alexis Carpenter', 'Doug Speight']","Delaware, United States",North Carolina 06
