keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Hope,PYRAMIND LLC,D5NRH79A9DG3,5FDP6,"523 Timber LN,Falls Church, Virginia,22046-3828, United States","523 Timber LN,Falls Church, Virginia,22046-3828, United States",http://www.pyramindsearch.com/,"Oct 16, 2001",['Hope Johnson'],"Virginia, United States",Virginia 08
Hope,"SANBAIR APARTMENT CONSULTING, L.L.C.",N9JAN44ADJW1,6Y8S5,"2901 W Sam Houston PKWY N STE B210,Houston, Texas,77043-1624, United States","2901 W Sam Houston PKWY N STE B210,Houston, Texas,77043-1624, United States",https://www.corporateapartmentnetwork.com/,"Jun 17, 2002",['Hope Sierra'],"Texas, United States",Texas 02
Hope,,,,"5244 N HOPE RD,HOPE, MI,48628-9330, USA",,,,[],,
Hope,"D & G HYDRAULICS, INC.",KN37SLRY9KR5,570R1,"6738 6TH ST SW,Cedar Rapids, Iowa,52404-4718, United States","PO Box 5511,Cedar Rapids, Iowa,52406-5511, United States",,"Aug 1, 2008",['Hope Mocon'],"Iowa, United States",Iowa 01
Hope,"HOPE GLASSBERG, LLC",N55VQLFWVMR5,121G2,"16 N Dutcher ST,Irvington, New York,10533-1518, United States","16 N Dutcher ST,Irvington, New York,10533-1518, United States",,"Jul 20, 2020",['Hope Glassberg'],"New York, United States",New York 16
Hope,HOPE CARTER,FMR1ZWLAEZ74,8RJT8,"6072 Bunt DR,Fort Wayne, Indiana,46816-1539, United States","6072 Bunt DR,Fort Wayne, Indiana,46816, United States",,"Sep 22, 2008",['Hope Carter'],"Indiana, United States",Indiana 03
Hope,"HOPE-GILL, CHARLES",N3DLMBKCH819,6H2U9,"849 Eagle Claw CT,Lake Mary, Florida,32746-4881, United States","849 Eagle Claw CT.,Lake Mary, Florida,32746-4881, United States",,"Jul 25, 2011",['Charles Hope'],"Florida, United States",Florida 07
SAVIOR,,,,"1492 WHITFIELD ST SE,SMYRNA, GA,30080-2210, USA",,,,[],,
SAVIOR,,,,"801 CHARLOTTE HWY,FAIRVIEW, NC,28730-9782, USA",,,,[],,
SAVIOR,,,,"423 FREMONT ST,KIEL, WI,53042-1316, USA",,,,[],,
SAVIOR,,,,"1120 DRAPER ST,BARABOO, WI,53913-3221, USA",,,,[],,
SAVIOR,,,,"9699 Gulfstream Blvd,Englewood, FL,34224-9208, USA",,,,[],,
SAVIOR,,,,"7701 WYOMING BLVD NE,ALBUQUERQUE, NM,87109-5346, USA",,,,[],,
SAVIOR,,,,"5905 SW 10TH Ave,null,Topeka, KS,66604-2127, USA",,,,[],,
SAVIOR,,,,"98-1098 MOANALUA RD,AIEA, HI,96701-4632, USA",,,,[],,
SAVIOR,,,,"22 15 BROADWAY,FAIR LAWN, NJ,07410, USA",,,,[],,
SAVIOR,,,,"74-5540 KAIWI ST,KAILUA KONA, HI,96740-3653, USA",,,,[],,
ALEO,PRESTIGE SECURITY SOLUTIONS INC,KRFKTKU5WWM8,8FPE4,"109 Mammoth RD,Lowell, Massachusetts,01854-2628, United States","109 Mammoth RD,Lowell, Massachusetts,01854-2628, United States",http://www.prestigesecuritysolution.com/,"Feb 12, 2018",['Jonathan Aleo'],"Massachusetts, United States",Massachusetts 03
