keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Nuream,"NUREAM, INC.",YXLZAUBSQZK1,9NA90,"1627 Pembroke Jones DR,Wilmington, North Carolina,28405-4218, United States","1627 Pembroke Jones DR,Wilmington, North Carolina,28405-4218, United States",https://www.nuream.com/,"Apr 24, 2023","['Robert Cooley', 'Nathan Munton']","Delaware, United States",North Carolina 07
Patient Premier,PATIENT PREMIER LLC,V4ATMAJ4CWM5,8JTY9,"7006 Rock Stream CT,Baltimore, Maryland,21209-3745, United States","2833 Smith AVE.,Suite 237,Baltimore, Maryland,21209, United States",https://www.patientpremier.com/,"Jun 20, 2017",['Amar Setty'],"Maryland, United States",Maryland 03
Neuraville Inc.,NEURAVILLE INC.,FZ6EVLX5CM89,8SDJ7,"211 S Craig ST,Pittsburgh, Pennsylvania,15213-3704, United States","211 S Craig ST,Pittsburgh, Pennsylvania,15213-3704, United States",https://www.neuraville.com/,"Apr 1, 2023",['Mohammad Nadji'],"Delaware, United States",Pennsylvania 12
Sonotherapeutics,"SONOTHERAPEUTICS, INC.",U8U5AJCYXL49,(blank),"10 Morgans Ridge LN,Durham, North Carolina,27707-5400, United States","10 Morgans Ridge LN,Durham, North Carolina,27707-5400, United States",,"Nov 19, 2024",['Kathlyne Jayne'],"Delaware, United States",North Carolina 04
Holochip Corporation,HOLOCHIP CORP,PLRXAUJRGGT8,3BN47,"4030 Spencer ST STE 102,Torrance, California,90503-2457, United States","4030 Spencer ST,STE 102,Torrance, California,90503-2457, United States",https://holochip.com/,"Oct 20, 2004",['Robert Batchko'],"Delaware, United States",California 36
Temporary,,,,"OAKFIELD MANOR FARM,CHELFORD LANE,KNUTSFORD,WA16 8UQ, GBR",,,,[],,
Temporary,,,,"241 CONIFER CLIFF DR,MONTGOMERY, TX,77316-2184, USA",,,,[],,
Temporary,,,,"2807 Race St,Fort Worth, TX,76111-4103, USA",,,,[],,
Temporary,,,,"227 Ave Roosevelt,San Juan, PR,00918, USA",,,,[],,
Temporary,,,,"733 W MAIN ST,MORRISTOWN, TN,37814-4510, USA",,,,[],,
Temporary,,,,"179 S WINOOSKI AVE STE 4,null,BURLINGTON, VT,05401-4594, USA",,,,[],,
Temporary,,,,"839 W 66TH ST,LOS ANGELES, CA,90044-5309, USA",,,,[],,
Temporary,"THREE RIVERS UNITED TEMPORARY HOUSING, INC.",SRB8LL4ULXX6,8UZQ5,"328 E. Washington AVE.,Tomahawk, Wisconsin,54487-1548, United States","328 E Washington AVE.,P.O. Box 423,Tomahawk, Wisconsin,54487, United States",,"May 2, 2014",['Maggie Heykes'],"Wisconsin, United States",Wisconsin 07
Temporary,,,,"10473 CORBEIL DR,SAINT LOUIS, MO,63146-5909, USA",,,,[],,
