keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Early Intervention Systems,"EARLY INTERVENTION SYSTEMS, INC.",LHVNEWY6NM73,8EJT7,"922 24TH ST NW APT 117,Washington, District Of Columbia,20037-2224, United States","922 24TH ST NW APT 117,Washington, District Of Columbia,20037-2224, United States",,"Aug 9, 2018",['Krishan Shah'],"Delaware, United States",District Of Columbia 98
REINS,BOYS CLUB OF PARKERSBURG INC,Y4HXQL8Z84H4,65B82,"1200 Mary ST,Parkersburg, West Virginia,26101-4933, United States","1200 Mary ST,Parkersburg, West Virginia,26101-4933, United States",http://www.bgcparkersburg.org/,"May 1, 1963",['Lynn Reins'],"West Virginia, United States",West Virginia 02
REINS,ALCONA CONSERVATION DISTRICT,FVKBRWMNMD69,78K70,"320 S State ST,Harrisville, Michigan,48740-9408, United States","PO Box 291,Harrisville, Michigan,48740, United States",,"Jan 30, 1962",['Janet Reins'],"(blank), (blank)",Michigan 01
REINS,,,,"3285 ELKCAM BLVD,DELTONA, FL,32738-2584, USA",,,,[],,
REINS,,,,"N5405 CO RD A,PRENTICE, WI,54556, USA",,,,[],,
REINS,,,,"29224 COUNTY ROAD 125,DAKOTA, MN,55925-4182, USA",,,,[],,
REINS,THE BOYS & GIRLS CLUB OF WASHINGTON COUNTY,ZAH4YLX85NN7,707W9,"307 Lancaster ST,Marietta, Ohio,45750-2781, United States","307 Lancaster ST.,Suite 1,Marietta, Ohio,45750, United States",https://www.bgcwcoh.org/,"Oct 31, 2011",['Lynn Reins'],"Ohio, United States",Ohio 06
REINS,,,,"41025 Thomas Boat Landing Rd,Umatilla, FL,32784-9710, USA",,,,[],,
REINS,,,,"8000 Avalon Blvd Ste 850,Alpharetta, GA,30009-2474, USA",,,,[],,
REINS,,,,"60575 BILLADEAU RD,BEND, OR,97702-9338, USA",,,,[],,
REINS,HOPE REINS,KMY1JLZTYJK5,79TV4,"8420 Wake Forest HWY,Raleigh, North Carolina,27613-7438, United States","8420 Wake Forest Highway,WWW.HOPEREINS.ORG,Raleigh, North Carolina,27613, United States",https://www.hopereins.org/,"Oct 9, 2009",['Kim Tschirret'],"North Carolina, United States",North Carolina 04
