keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
AQ,,,,"Kaarinantie 700,Littoinen,20660, FIN",,,,[],,
AQ,,,,"VIA CAMILLO BENSO CONTE DI CAVOUR 369,AVEZZANO, AQ,67051, ITA",,,,[],,
AQ,,,,"27 AQUIDNECK AVE,MIDDLETOWN, RI,02842-5607, USA",,,,[],,
AQ,,,,"1477 NORVIEW AVE,NORFOLK, VA,23513-1552, USA",,,,[],,
AQ,,,,"AKSAY-5 MICRODISTRICT BUILDING 25, BLOCK 7, APT 5,ALMATY,(blank), KAZ",,,,[],,
AQ,,,,"3115 Same Way,Kingwood, TX,77339-3393, USA",,,,[],,
AQ,,,,"13738 Euclid Ave,East Cleveland, OH,44112-4220, USA",,,,[],,
AQ,,,,"508 KOLBO DR,ROUND ROCK, TX,78665-2164, USA",,,,[],,
AQ,,,,"120 Old Camplain Rd Ste 2D,Hillsborough, NJ,08844-4394, USA",,,,[],,
AQ,,,,"10408 ROSEFINCH DR NW,ALBUQUERQUE, NM,87114-1234, USA",,,,[],,
Origin Endoscopy Inc.,ORIGIN ENDOSCOPY INC.,FNG7WGQLJ2U6,(blank),"1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States","1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States",,"Sep 20, 2022",['Jeremy Starkweather'],"Delaware, United States",Maryland 07
VETTA Solutions,VETTA SOLUTIONS INC.,XP7KJNLQRFP3,(blank),"2140 S Dupont HWY,Camden, Delaware,19934-1249, United States","6409 Fayetteville RD,STE 120-173,Durham, North Carolina,27713-6297, United States",,"Jan 9, 2023",['Elizabeth Bjornsen'],"Delaware, United States",Delaware 00
