keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
InceptEV,"INCEPTEV, INC.",M6ZSG58B6VU7,9HQR7,"6200 5TH AVE,APT. 310,Pittsburgh, Pennsylvania,15232-2944, United States","6200 5TH AVE,APT. 310,Pittsburgh, Pennsylvania,15232-2944, United States",https://inceptev.com/,"Oct 14, 2022",['Matthew Guttenberg'],"Delaware, United States",Pennsylvania 12
LOGOS ,"LOGOS ENTERTAINMENT, LP",XW5XNM87CTA3,84F69,"30 Colgate DR,Rancho Mirage, California,92270-3723, United States","30 Colgate Drive,Rancho Mirage, California,92270, United States",https://b2bvb.com/,"Jan 15, 2009",['Carole Krechman'],"California, United States",California 36
LOGOS ,FOUR SISTERS LLC,LFTRHK8ZM8L6,7TXE7,"2596 Brighton CIR,Biloxi, Mississippi,39531-2748, United States","2596 Brighton CIR,Biloxi, Mississippi,39531-2748, United States",https://www.foundationsbrafittings.com/,"Oct 1, 2014",['Melissa Logos'],"Mississippi, United States",Mississippi 04
LOGOS ,"LOGOS ENTERPRISES, INC",KQZ4R392RZQ3,1ZCQ0,"360 Quality CIR NW Unit B220,Huntsville, Alabama,35806-4548, United States","360B Quality CIR NW,Suite 220,Huntsville, Alabama,35806, United States",https://www.logos-ent.com/,"Nov 29, 2000","['Lori Brooks', 'Wendy Cousins', 'Randall Wood']","Alabama, United States",Alabama 05
LOGOS ,,,,"4729 CONCORD VILLAGE DR,LAS VEGAS, NV,89108, USA",,,,[],,
LOGOS ,,,,"1025 ADAMS CIR,BOULDER, CO,80303-1821, USA",,,,[],,
LOGOS ,,,,"747 W 18th St Ste B,null,Houston, TX,77008-3529, USA",,,,[],,
LOGOS ,,,,"245 HILL RD,null,ROME, NY,13441-4203, USA",,,,[],,
LOGOS ,,,,"842 HILLBURN DR,DALLAS, TX,75217-4623, USA",,,,[],,
LOGOS ,,,,"847 E Wilson St,null,Batavia, IL,60510-2204, USA",,,,[],,
LOGOS ,,,,"1951 NW 7TH AVE,MIAMI, FL,33136-1128, USA",,,,[],,
