keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Voyager,,,,,,,,,,,
Voyager,,,,,,,,,,,
Voyager,VOYAGER SOFTWARE LLC,VMKNN6Y3QJ76,8F8F6,"273 Equestrian CIR,Shenandoah Junction, West Virginia,25442-4018, United States","273 Equestrian CIR,Shenandoah Junction, West Virginia,25442-4018, United States",https://voyager-sw.com/,"Dec 1, 2018","Zachary Stauffer, CEO","Elliott Kletter, COO","West Virginia, United States",West Virginia 02
Voyager,,,,"30 CLUB RD,CARNEGIE, PA,15106-1005, USA",,,,,,,
Voyager,,,,"4111 CENTRAL ST,DETROIT, MI,48210-2705, USA",,,,,,,
WARIO,MISSOURI EXPRESS TRANSPORTATION SERVICES LLC,SRNUK684AZM4,9VVE8,"3115 Rutger ST,Saint Louis, Missouri,63104-1227, United States","3115 Ritger,St Louis, Missouri,63104, United States",,"Apr 16, 2024","Adam Wario, Director","Adam Wario, Director","Missouri, United States",Missouri 01
WARIO,"CENTER FOR RESEARCH AND DEVELOPMENT IN DRYLANDS, KENYAKEN",EFVXP5N5GHV9,(blank),"Center For Research And Development In DRYLANDS, Off Badassa ROAD, Plot No 12, OPP. County Agriculture Offices,Marsabit, Marsabit,60500, Kenya","Off Badassa ROAD, Plot No 12, OPP. County Agriculture Offices MARSABIT, Marsabit 60500,Marsabit,60500, Kenya",https://www.crdd-kenya.org/,"Jan 17, 2019","Qaliti Jillo, ms","Hussein wario, mr","(blank), Kenya",Not Applicable
Autonomous Marine Systems,RESPONDAIR UAS LLC,MNJHJN2MMN24,83M21,"8301 N 242 RD,Beggs, Oklahoma,74421-3128, United States","8301 N. 242 RD,Beggs, Oklahoma,74421, United States",https://www.respondair.com/,"Mar 24, 2016","Gabriel Graveline, Mr.","Jill Jones, Ms.","Oklahoma, United States",Oklahoma 02
Autonomous Marine Systems,,,,,,,,,,,
SeeHear,SEEHEAR LLC,NNGGL4HBEAW1,6XM87,"1716 N Danville ST,Arlington, Virginia,22201-4034, United States","1716 N Danville ST,Arlington, Virginia,22201-4034, United States",https://seehear.us/,"Jun 5, 2013",Silvio P Eberhardt,Silvio P Eberhardt,"Virginia, United States",Virginia 08
"BioSieve, Inc.",,,,"867 ASHBURY ST APT 2,SAN FRANCISCO, CA,94117-4445, USA",,,,,,,
The Digital Health & Wellness Institute LLC,THE DIGITAL HEALTH & WELLNESS INSTITUTE LLC,FDDZT4RJUDW3,(blank),"3401 Nevius ST,Falls Church, Virginia,22041-1713, United States","3401 Nevius ST,Falls Church, Virginia,22041-1713, United States",,"Nov 1, 2023",Raad Khan,Raad Khan,"Virginia, United States",Virginia 08
