keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Tailored fit,,,,"3706 S PINE ST,TACOMA, WA,98409-5707, USA",,,,,,,
"Hale, Inc.",MITCHEL HALE,QYFXK39P79K6,53RF4,"14230 Al Highway 28,Linden, Alabama,36748-3585, United States","14230 AL. HWY. 28,Linden, Alabama,36748-3585, United States",,"Jun 1, 2005",MELANIE M. HALE,MITCHEL J HALE,"Alabama, United States",Alabama 07
"Hale, Inc.",HALE FAMILY TRANSPORT LLC,HZ2FBMGTM7Z3,9QF55,"1299 93RD ST,Niagara Falls, New York,14304-2607, United States","1299 93RD ST,Niagara Falls, New York,14304-2607, United States",,"Jul 8, 2020","Gordon W hale, owner","Gordon W hale, owner","New York, United States",New York 26
"Hale, Inc.",CITY OF PLANTERSVILLE,C65XDGN67JV7,8U3M0,"12110 Hale LN,Plantersville, Texas,77363-7808, United States","12110 Hale Lane,Plantersville, Texas,77363-7808, United States",,"May 15, 2017","Karen Hale, Mayor","Karen Hale, Mayor","(blank), (blank)",Texas 10
"Hale, Inc.",HALE TECH LLC,ZLB1TLA6MRB9,05C32,"806 City Center BLVD,Newport News, Virginia,23606-2899, United States","806 City Center BLVD,Newport News, Virginia,23606-2899, United States",https://www.hale-tech.com/,"Nov 20, 2015","Daniel Hale, CEO","Daniel Hale, CEO","Virginia, United States",Virginia 03
"Hale, Inc.","HALE, ARVEL M.",R5K1HDJJMT74,340P1,"610 South 96TH AVE,Yakima, Washington,98908-9742, United States","610 S 96TH AVE,Yakima, Washington,98908-9742, United States",,"Jan 1, 1993","Arvel M Hale, Mr","Arvel M Hale, Mr","Washington, United States",Washington 04
Custom Spray Solutions,"ZERO TOLERANCE SNOW AND ICE SOLUTIONS, LLC",ETPGJ21BMMA4,91ZQ4,"900 N Nelson ST,Spokane, Washington,99202-6007, United States","900 N Nelson ST,Spokane, Washington,99202-6007, United States",,"Oct 1, 2019","Bryce Lund, Office Manager","Bryce Lund, President","Washington, United States",Washington 05
Custom Spray Solutions,AMERICAN SANITARY PRODUCTS INC,X248KNBLER81,0XN92,"10115 W Van Buren ST,STE C6,Tolleson, Arizona,85353-9602, United States","10115 W Van Buren,STE C6,Tolleson, Arizona,85353-9602, United States",https://www.americansanitaryproducts.us/,"May 15, 1991","Mary :Lockwood, Office Manager","Joe Sutton, Business Development Director","Maryland, United States",Arizona 07
"Vortex Space Systems, LLC","VORTEX SPACE SYSTEMS, LLC",M2A2NQ91DNM9,8LWZ1,"24225 Welsh RD,Gaithersburg, Maryland,20882-3929, United States","24225 Welsh RD,Gaithersburg, Maryland,20882, United States",,"Dec 31, 2018","Dennis S. Lee, Owner","Dennis S. Lee, Owner","Maryland, United States",Maryland 06
"Vortex Space Systems, LLC",BH MECHANICAL INC,RCNJCBMWPTR5,9YGY5,"4954 Via Cinta,San Diego, California,92122-3905, United States","4954 Via Cinta,San Diego , California,92122, United States",https://www.bhhvac.com/,"Jan 1, 2016","Yinon Barzilai, Business Owner","Yinon Barzilai, Business Owner","California, United States",California 51
