keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"Phase, Inc.",,,,,,,,,,,
"Phase, Inc.",,,,,,,,,,,
"Phase, Inc.",,,,"Dadhikot-9,null,Bhaktapur, null,12888, NPL",,,,,,,
"Phase, Inc.",,,,,,,,,,,
"Phase, Inc.",,,,"3420 25TH AVE,GULFPORT, MS,39501-6918, USA",,,,,,,
Astek Diagnostics Inc.,,,,,,,,,,,
"Empowered Wellness, LLC",,,,,,,,,,,
"Djit Medtech, Inc.",,,,,,,,,,,
Edulis Therapeutics Inc.,,,,,,,,,,,
Tri-IT Solutions,,,,,,,,,,,
Tema LLC,,,,"Quashigah Building,TEMA FISHING HARBOUR, TEMA,TEMA,(blank), GHA",,,,,,,
Tema LLC,GROWTHAID LBG,MT63HKYKHJ77,SPRL2,"49 Devtraco BLVD GN-0490-9445 Opposite Devtraco Police Station Community 25, Tema,Tema-accra,(blank), Ghana","49 Devtraco BLVD GN-0490-9445 Opposite Devtraco Police Station Community 25, Tema,Tema-accra, Accra,(blank), Ghana",https://www.growthaid.org/,"Apr 12, 2002","Joe Lambongang, Dr.","Joe Lambongang, Dr.","(blank), Ghana",Not Applicable
Tema LLC,TEMA K WATSON,W51AQLGBDUW5,94ZE5,"109 Papahi Loop,Kahului, Hawaii,96732-2586, United States","109 Papahi Loop,Kahului, Hawaii,96732-2586, United States",,"Apr 1, 2013","Tema K Watson, President","Tema K Watson, President","Hawaii, United States",Hawaii 02
Tema LLC,INTERNATIONAL CHILD DEVELOPMENT PROGRAMME,DYDKCJWY7G75,SQNR0,"HNO. K.29C,Lily CLOSE, COMM. 20,Tema,(blank), Ghana","HNO. K.29C,Lily CLOSE, COMM. 20,Tema, Tema,(blank), Ghana",,"Nov 20, 2012","Joyce D Larnyoh, Ms","Joyce D Larnyoh, Ms","(blank), Ghana",Not Applicable
Tema LLC,WOMEN IN MEDIA INC,VVETMJ5ZE177,9W5K6,"2851 Phelps AVE,Los Angeles, California,90032-2742, United States","2851 Phelps AVE,Los Angeles, California,90032, United States",http://www.womennmedia.com/,"Jul 11, 2017","Tema Staig, Executive Director","Tema Staig, Executive Director","California, United States",California 34
DeepMirror Inc.,DEEPMIRROR LTD,NVAPN3SRGMN4,U1KD2,"86-90 Paul Street,86-90 Paul Street,London,EC2A 4NE, United Kingdom","86-90 Paul Street,86-90 Paul Street,London,EC2A 4NE, United Kingdom",,"Aug 1, 2019",Max Jakobs,Max Jakobs,"(blank), United Kingdom",Not Applicable
