keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
FlashGrade/Megapixel,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
FlashGrade/Megapixel,EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
FlashGrade/Megapixel,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
FlashGrade/Megapixel,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
FlashGrade/Megapixel,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
"Flourish and Thrive Labs, LLC","FLOURISH AND THRIVE LABS, LLC",YY7YBLR4LX35,9EWJ9,"140 Mallard Court,Grayslake, Illinois,60030-3411, United States","75 Commerce DR #692,Grayslake, Illinois,60030-9998, United States",https://www.fandtlabs.com/,"Jul 16, 2018","Jefferson E McMillan-Wilhoit, Mr","Juliana M McMillan-Wilhoit, Ms.","Illinois, United States",Illinois 10
Azita Moalemi,"AMELIA HEART AND VASCULAR CENTER, INC.",LB3PHFBHBMK8,5HWV1,"6136 Brandon AVE,Springfield, Virginia,22150-2610, United States","6136 Brandon AVE,Springfield, Virginia,22150-2610, United States",,"Sep 17, 2007",AZITA MOALEMI,NAGHMEH TEBYANIAN,"Virginia, United States",Virginia 08
Cric,,,,"4 50,CALLE 1,POPAYAN,(blank), COL",,,,,,,
Cric,,,,"859 ancienne route de l'eglise,Notre-Dame-de-Lourdes, QC,G0S 1T0, CAN",,,,,,,
Cric,CACHE REFUGEE AND IMMIGRANT CONNECTION (CRIC),GLQ4GCNH3DM5,(blank),"1115 N 200 E, STE 130,Logan, Utah,84341-7510, United States","PO Box 4413,Logan, Utah,84323, United States",,"Jun 30, 2014","Lorien Belton, Director of Finance and Operations","Daniel Beus, Executive Director","Utah, United States",Utah 01
Kelsey Oliver,,,,"4 50,CALLE 1,POPAYAN,(blank), COL",,,,,,,
Kelsey Oliver,,,,"859 ancienne route de l'eglise,Notre-Dame-de-Lourdes, QC,G0S 1T0, CAN",,,,,,,
Kelsey Oliver,CACHE REFUGEE AND IMMIGRANT CONNECTION (CRIC),GLQ4GCNH3DM5,(blank),"1115 N 200 E, STE 130,Logan, Utah,84341-7510, United States","PO Box 4413,Logan, Utah,84323, United States",,"Jun 30, 2014","Lorien Belton, Director of Finance and Operations","Daniel Beus, Executive Director","Utah, United States",Utah 01
