keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"Carecompanion, Inc.","PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
"Carecompanion, Inc.",EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
"Carecompanion, Inc.","SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
"Carecompanion, Inc.",JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
"Carecompanion, Inc.","ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
"Freshmeet U., INC","FRESHMEET U., INC.",HV1DC9MV4F17,939Y3,"20 Goldsborough WAY,Reisterstown, Maryland,21136-6443, United States","20 Goldsborough WAY,Reisterstown, Maryland,21136-6443, United States",https://www.freshmeetu.com/who-is-fmu/,"Sep 1, 2014","Crystal Smith, Partner","Crystal Smith, Partner","Maryland, United States",Maryland 02
Dmasters,"DKI RESTORATION, LLC",DFXCT3KHGWN7,80LD9,"1720 W Division ST STE 48,Chicago, Illinois,60622-3212, United States","1720 W Division ST STE 48,Chicago, Illinois,60622-3212, United States",https://dkiservices.com/,"Dec 21, 2010",Katherine Helzer,Lee Shoop,"Delaware, United States",Illinois 05
"Dockshare, Inc",GEL-DEL TECHNOLOGIES INC,JMY6LVMLMT55,51SX8,"1000 Westgate DR STE 127,Saint Paul, Minnesota,55114-8658, United States","1000 Westgate Drive,Suite 127,Saint Paul, Minnesota,55114-8658, United States",https://www.gel-del.com/,"Jan 1, 1999","DAVID MASTERS, President",DAVE MASTERS,"Minnesota, United States",Minnesota 04
"Dockshare, Inc",ARTIFICIAL CELL TECHNOLOGIES INC,FA75DFVZ55D1,46K66,"5 Science Park STE 13,New Haven, Connecticut,06511-1989, United States","5 Science Park,Suite 13,New Haven, Connecticut,06511-1989, United States",http://www.artificialcelltech.com/,"Jan 1, 2005","DONALD S MASTERS, CEO",DONALD Masters,"Delaware, United States",Connecticut 03
"Dockshare, Inc","DKI RESTORATION, LLC",DFXCT3KHGWN7,80LD9,"1720 W Division ST STE 48,Chicago, Illinois,60622-3212, United States","1720 W Division ST STE 48,Chicago, Illinois,60622-3212, United States",https://dkiservices.com/,"Dec 21, 2010",Katherine Helzer,Lee Shoop,"Delaware, United States",Illinois 05
