keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
CaMelia,YOUTH AND FAMILY OUTREACH,EZH6BNC6RZ95,(blank),"331 Cumberland AVE,Portland, Maine,04101-2957, United States","331 Cumberland AVE.,Portland, Maine,04101-2957, United States",https://www.yfoutreachme.org/,"Jan 1, 1979","Camelia Babson-Haley, Executive Director","Camelia Babson-Haley, Executive Director","Maine, United States",Maine 01
CaMelia,CHANGE CONQUERS INC.,HVGEZBRHTLZ3,9DZR7,"87 Orlando Drive,Sicklerville, New Jersey,08081-4492, United States","525 Route 73 North,STE 104,Marlton, New Jersey,08053, United States",,"Mar 17, 2022",CAMELIA J VIERA,CAMELIA J VIERA,"New Jersey, United States",New Jersey 01
CaMelia,RIVERSIDE FARMS PARTNERSHIP,FRHTTM1HA9Q9,76PT4,"98 Pleasant Grove RD,Sardis, Mississippi,38666-2616, United States","98 Pleasant Grove RD,Sardis, Mississippi,38666-2616, United States",,"Feb 1, 1985","Camelia K Lott, BKPR","Camelia K Lott, BKPR","Mississippi, United States",Mississippi 02
CaMelia,GETMONEYFORTHECULTURE LLC,TF49YW1KH2L8,9XSL6,"6461 Privette RD Lot 99,Wendell, North Carolina,27591-9260, United States","6461 Privette RD Lot 99,Wendell, North Carolina,27591-9260, United States",,"Apr 22, 2022",Camelia Alston,Camelia Alston,"North Carolina, United States",North Carolina 02
CaMelia,,,,"Strada del Tormeno 189,Tormeno (VI), Veneto,36100, ITA",,,,,,,
GlykonDesign,DIVERSIFIED CLEANING SERVICES,G87DKCK76RJ7,5PWC6,"3302 Boston AVE,Pascagoula, Mississippi,39581-4243, United States","3302 Boston AVE,Pascagoula, Mississippi,39581-4243, United States",,"Sep 16, 2007","CAMELIA DOMIO, Owner","CAMELIA DOMIO, Owner","Mississippi, United States",Mississippi 04
GlykonDesign,"STRAUGHN, CAMELIA",TTJGY7L3DSC8,74Y34,"3801 Duckhorn DR #818,Sacramento, California,95834-1082, United States","3801 Duckhorn DR #818,Sacramento, California,95834, United States",,"Jan 1, 2010",CAMELIA A STRAUGHN,CAMELIA A STRAUGHN,"California, United States",California 06
GlykonDesign,YOUTH AND FAMILY OUTREACH,EZH6BNC6RZ95,(blank),"331 Cumberland AVE,Portland, Maine,04101-2957, United States","331 Cumberland AVE.,Portland, Maine,04101-2957, United States",https://www.yfoutreachme.org/,"Jan 1, 1979","Camelia Babson-Haley, Executive Director","Camelia Babson-Haley, Executive Director","Maine, United States",Maine 01
GlykonDesign,LEGION FOR HOPE INCORPORATED,JMBEXHSNSQA6,68N49,"2220 Johnson Creek DR,Lithonia, Georgia,30058-5183, United States","2220 Johnson Creek Drive,Lithonia, Georgia,30058-5183, United States",http://www.legionforhope.org/,"Oct 12, 2009","CAMELIA DOUGLAS B DOUGLAS, DIRECTOR","CAMELIA DOUGLAS, DIRECTOR","Georgia, United States",Georgia 04
GlykonDesign,"MORRIS PARK DISTRICT MANAGEMENT ASSOCIATION, INC.",FQLSB7RYFAP7,8QGK4,"966 Morris Park AVE,Bronx, New York,10462-3715, United States","966 Morris Park AVE,Bronx, New York,10462-3715, United States",,"Jul 1, 2018",CAMELIA TEPELUS,Camelia Tepelus,"New York, United States",New York 14
MACER,GIFFORD BIOSCIENCE LIMITED,S5NXYF5SE3S1,U1N81,"The Biohub Birmingham,Birmingham Research Park,Birmingham,B15 2SQ, United Kingdom","The Biohub Birmingham,Birmingham Research Park,Birmingham,B15 2SQ, United Kingdom",https://www.giffordbioscience.com/,"Feb 6, 2017","Macer Gifford, Mr","Macer Gifford, Mr","(blank), United Kingdom",Not Applicable
MACER,CLINTONS TRUCKING INC,PA36KC58ARX9,9Q8V5,"350 Hulett ST,Schenectady, New York,12307-1312, United States","350 Hulett ST,Schenectady, New York,12307-1312, United States",,"Mar 18, 2021",Macer Clinton,Macer Clinton,"New York, United States",New York 20
MACER,AMERICAN UNIVERSITY OF SOVEREIGN NATIONS INC.,S6FCGJW4V4M7,6ZSP8,"8840 E Chaparral RD STE 285,Scottsdale, Arizona,85250-2611, United States","P.O. Box 1701,Sacaton, Arizona,85147, United States",https://www.ausovereignnations.org/,"Mar 15, 2013","Darryl R Macer, Dr","Govindan Parayil, Dr","Arizona, United States",Arizona 06
MACER,MACER HOME DECOR,CLKDPG4L1WM8,7NJP2,"41 Edison AVE,West Babylon, New York,11704-1008, United States","41 Edison AVE,West Babylon, New York,11704-1008, United States",,"May 10, 2013",Sunny Wong,Sunny Wong,"New York, United States",New York 02
Karaman Language Solutions,"KARAMAN LANGUAGE SOLUTIONS, LLC",J5LLMNDMRVW1,8CD26,"23592 Buckland Farm TER,Ashburn, Virginia,20148-6305, United States","23592 Buckland Farm TER,Ashburn, Virginia,20148-6305, United States",https://www.karamandc.com/,"Nov 21, 2017","Mukaddes Sahin, Founder and President","Mukaddes Sahin, Founder and CEO","Virginia, United States",Virginia 10
Vaccine Genie,"KARAMAN LANGUAGE SOLUTIONS, LLC",J5LLMNDMRVW1,8CD26,"23592 Buckland Farm TER,Ashburn, Virginia,20148-6305, United States","23592 Buckland Farm TER,Ashburn, Virginia,20148-6305, United States",https://www.karamandc.com/,"Nov 21, 2017","Mukaddes Sahin, Founder and President","Mukaddes Sahin, Founder and CEO","Virginia, United States",Virginia 10
