keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Daniel Chapman,MARCH ROOFING LLC,TZZLJJ2LSVK7,9S6F6,"173 W Main ST,Azle, Texas,76020-3117, United States","173 W. Main ST,Suite 5,Azle, Texas,76020-3117, United States",https://www.marchroofing.com/,"Jan 14, 2021","Daniel Chapman, Owner","Daniel Chapman, Owner","Texas, United States",Texas 12
Daniel Chapman,"DAKOTA FLUID POWER, INC.",EET5MSRNLTN7,1SGP7,"3409 N Lewis AVE,Sioux Falls, South Dakota,57104-5101, United States","3409 N Lewis AVE,Sioux Falls, South Dakota,57104-7019, United States",http://www.dakotafluidpower.com/,"Oct 4, 1991",DANIEL CHAPMAN,DANIEL CHAPMAN,"South Dakota, United States",South Dakota 00
Daniel Chapman,ARCHER FARMS,R5EMCUJPPKL8,71NV3,"112 Archer RD,Dayton, Washington,99328-9642, United States","112 Archer RD,Dayton, Washington,99328-9642, United States",,"Feb 10, 1986","Anne Chapman, Secretary/Treasurer","Daniel Chapman, President","Washington, United States",Washington 05
MediaVax Inc,MARCH ROOFING LLC,TZZLJJ2LSVK7,9S6F6,"173 W Main ST,Azle, Texas,76020-3117, United States","173 W. Main ST,Suite 5,Azle, Texas,76020-3117, United States",https://www.marchroofing.com/,"Jan 14, 2021","Daniel Chapman, Owner","Daniel Chapman, Owner","Texas, United States",Texas 12
MediaVax Inc,"DAKOTA FLUID POWER, INC.",EET5MSRNLTN7,1SGP7,"3409 N Lewis AVE,Sioux Falls, South Dakota,57104-5101, United States","3409 N Lewis AVE,Sioux Falls, South Dakota,57104-7019, United States",http://www.dakotafluidpower.com/,"Oct 4, 1991",DANIEL CHAPMAN,DANIEL CHAPMAN,"South Dakota, United States",South Dakota 00
"Creative Strategies, LLC",,,,"4030 WAKE FOREST RD STE 349,RALEIGH, NC,27609-0010, USA",,,,,,,
"Creative Strategies, LLC",CREATIVE STRATEGIES FOR CHANGE,ESE5R7HEZ4E3,930Q2,"2900 N Downing ST,STE 1B,Denver, Colorado,80205-4481, United States","2900 N Downing ST Unit 1B,Denver, Colorado,80205-4481, United States",https://www.creativestrategiesforchange.com/,"Feb 21, 2013","Frank Lucero, Director of Development","Frank Lucero, Director of Development","Colorado, United States",Colorado 01
"Creative Strategies, LLC","CREATIVE STRATEGIES INTERNATIONAL, LLC",CFH9QS722EU5,7BU07,"1317 Vincent PL,Mc Lean, Virginia,22101-3679, United States","1317 Vincent PL,Mclean, Virginia,22101-3679, United States",,"Nov 10, 2003","Eugene F Augusterfer, CEO","Eugene F Augusterfer, CEO","Virginia, United States",Virginia 08
"Creative Strategies, LLC",D&P CREATIVE STRATEGIES LLC,S6LMSJFK2KA6,4DJ15,"6601 Rannoch RD,Bethesda, Maryland,20817-5470, United States","6601 Rannoch RD,Bethesda, Maryland,20817-5470, United States",http://www.dpcreativestrategies.com/,"Jun 4, 2004","INGRID M DURAN, CEO & Founder","CATHERINE M. Pino, CEO & Founder","Maryland, United States",Maryland 08
"Creative Strategies, LLC",CREATIVE STRATEGIES MEDIA LLC,XN2DQGKGB5D9,75Q82,"2340 Barbour RD,Falls Church, Virginia,22043-3029, United States","2340 Barbour RD,Falls Church, Virginia,22043-3029, United States",http://creativestrategiesmedia.tv/,"Mar 1, 2011","Dara Padwo-Audick, President","Dara Padwo-Audick, President","Virginia, United States",Virginia 08
