keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Gregory Okhuereigbe,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Gregory Okhuereigbe,EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
Gregory Okhuereigbe,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Gregory Okhuereigbe,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Gregory Okhuereigbe,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
"InovCares Connected Comprehensive Healthcare, LLC",INOVCARES CONNECTED COMPREHENSIVE HEALTHCARE CORPORATION,DSWGNNZEKSK3,9AL96,"1517 Huntington LN,Cleveland Heights, Ohio,44118-1534, United States","1517 Huntington LN,Cleveland Heights, Ohio,44118, United States",https://www.inovcares.com/,"Oct 27, 2023","Mohamed A Kamara, CEO","Mohamed A Kamara, CEO","Delaware, United States",Ohio 11
Hyve,,,,"2 KINGDOM STREET,LONDON,W2 6JG, GBR",,,,,,,
Hyve,,,,"4950 West 2400 S,null,Wellsville, UT,84339, USA",,,,,,,
Hyve,,,,"36434 TANSY CT,LAKE ELSINORE, CA,92532-2661, USA",,,,,,,
Hyve,DIGITAL HYVE MARKETING LLC,MDALPWACEZY4,8S6J8,"126 N Salina ST STE 500,Syracuse, New York,13202-1061, United States","126 N Salina ST STE 500,Syracuse, New York,13202-1061, United States",https://www.digitalhyve.com/,"Jul 15, 2014","Sarah Tackabury, VP, Managing Director","Sarah Tackabury, VP, Managing Director","New York, United States",New York 24
Hyve,HYVE INNOVATE GMBH,LB6SWHSLM6X3,CNE11,"SCHELLINGSTR. 45,München,80799, Germany","Schellingstrasse 45,Munich,80799, Germany",https://www.hyve.net/,"Aug 10, 2004","Niclas Kroeger, Operations Lead",Gerd Schwarz,"(blank), Germany",Not Applicable
"Kick Robotics, LLC",KICK ROBOTICS LLC,FUNBPPKNAA52,8QHJ4,"4806 Westway DR,Bethesda, Maryland,20816-1726, United States","4806 Westway DR,Bethesda, Maryland,20816-1726, United States",https://www.kickrobotics.com/,"Aug 3, 2020",Johnny Crupi,Johnny P Crupi,"Maryland, United States",Maryland 08
"InfraTrac, Inc.",ATLANTIC INFRATRAC LLC,SHH5WDJHX7J1,81QV9,"5042 Industrial RD STE A,Wall Township, New Jersey,07727-4024, United States","5042 Industrial RD STE A,Wall Township, New Jersey,07727-4024, United States",,"Nov 18, 2011","Marilyn Grabowski, Managing Member","Marilyn Grabowski, Managing Member","New Jersey, United States",New Jersey 04
"InfraTrac, Inc.",INFRATRAC INC,SYELB4K7LDE8,551B9,"20140 Scholar DR STE 118,Hagerstown, Maryland,21742-6548, United States","20140 Scholar DR STE 118,Hagerstown, Maryland,21742-6548, United States",http://www.infratrac.com/,"Aug 29, 2006","SHARON FLANK, Dr.","Jon Schupp, General Manager","Delaware, United States",Maryland 06
Blimp Logistics,BLIMP LOGISTICS INC,FPN6NRF65AS1,8RL81,"9011 Gettysburg LN,College Park, Maryland,20740-4017, United States","9011 Gettysburg LN,College Park, Maryland,20740-4017, United States",https://blimplogistics.com/,"Aug 11, 2020","Camilo B Melnyk, CEO","Camilo B Melnyk, CEO","Maryland, United States",Maryland 04
