keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Voyager,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Voyager,EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
Voyager,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Voyager,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Voyager,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
Steve Reddick,VOYAGER SOFTWARE LLC,VMKNN6Y3QJ76,8F8F6,"273 Equestrian CIR,Shenandoah Junction, West Virginia,25442-4018, United States","273 Equestrian CIR,Shenandoah Junction, West Virginia,25442-4018, United States",https://voyager-sw.com/,"Dec 1, 2018","Zachary Stauffer, CEO","Elliott Kletter, COO","West Virginia, United States",West Virginia 02
Steve Reddick,,,,"30 CLUB RD,CARNEGIE, PA,15106-1005, USA",,,,,,,
Steve Reddick,,,,"4111 CENTRAL ST,DETROIT, MI,48210-2705, USA",,,,,,,
"Rhizome, LLC",RHIZOME INSIGHTS LIMITED,PQL6M8EM5FP1,(blank),"2 Old Bath Road,Newbury,RG14 1QL, United Kingdom","2 Old Bath Road,Newbury,RG14 1QL, United Kingdom",,"May 11, 2021","Ian Liddle, Mr","Ian Liddle, Mr","(blank), United Kingdom",Not Applicable
"Rhizome, LLC",,,,"58 WALDOBORO RD,WASHINGTON, ME,04574-3600, USA",,,,,,,
"Rhizome, LLC",,,,"3592 Collins Ferry Rd Ste 250,null,Morgantown, WV,26505-2374, USA",,,,,,,
"Rhizome, LLC",RHIZOME MEDICAL LLC,L9EKNNKL2329,8MWJ9,"1010 Mud Pie LN,Sacramento, California,95814-0983, United States","1010 Mud Pie LN,Sacramento, California,95814-0983, United States",,"Apr 9, 2020",Phillip Kim,Phillip Kim,"California, United States",California 06
"Rhizome, LLC",THE RHIZOME CENTER FOR MIGRANTS,HJDUB76QGP61,(blank),"815 Brazos ST STE 500,Austin, Texas,78701-2509, United States","3403 West T C Jester BLVD #400,Houston, Texas,77018, United States",https://www.rhizomecenter.org/,"Apr 19, 2018",Tran Dang,Tran Dang,"Texas, United States",Texas 37
Walker et al.,RHIZOME INSIGHTS LIMITED,PQL6M8EM5FP1,(blank),"2 Old Bath Road,Newbury,RG14 1QL, United Kingdom","2 Old Bath Road,Newbury,RG14 1QL, United Kingdom",,"May 11, 2021","Ian Liddle, Mr","Ian Liddle, Mr","(blank), United Kingdom",Not Applicable
Walker et al.,,,,"58 WALDOBORO RD,WASHINGTON, ME,04574-3600, USA",,,,,,,
Walker et al.,,,,"3592 Collins Ferry Rd Ste 250,null,Morgantown, WV,26505-2374, USA",,,,,,,
Walker et al.,THE RHIZOME CENTER FOR MIGRANTS,HJDUB76QGP61,(blank),"815 Brazos ST STE 500,Austin, Texas,78701-2509, United States","3403 West T C Jester BLVD #400,Houston, Texas,77018, United States",https://www.rhizomecenter.org/,"Apr 19, 2018",Tran Dang,Tran Dang,"Texas, United States",Texas 37
Walker et al.,RHIZOME DATA INC,UJHYTZ3RM7U6,(blank),"3619 Georgia Avenue NORTHWEST, APT 502,Washington, District Of Columbia,20010-1977, United States","3619 Georgia Avenue NORTHWEST, APT 502,Washington, District Of Columbia,20010-1977, United States",https://www.rhizomedata.com/,"Aug 9, 2022",Mishal Thadani,Mishal Thadani,"Delaware, United States",District Of Columbia 98
"SmartBridge, Inc.",SMARTBRIDGE INC,MKB1Y6QNVCE7,8HSS3,"400 Cameron STA BLVD STE 323,Alexandria, Virginia,22304-8229, United States","110 Gibbon Street,Alexandria, Virginia,22314, United States",https://www.smartbridgehealth.com/,"Jul 7, 2016",Hua Wang,Hua Wang,"Delaware, United States",Virginia 08
"SmartBridge, Inc.","SMARTBRIDGE, LLC",MBF8QJZTKL83,42DG7,"2050 W Sam Houston PKWY S STE 1425,Houston, Texas,77042-2079, United States","2050 W Sam Houston PKWY S STE 1425,Houston, Texas,77042-2079, United States",https://smartbridge.com/,"Feb 19, 2003","Brooke Browne, Marketing Director","Deepthi Raju, Director","Texas, United States",Texas 07
