keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Smith Takes,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Smith Takes,EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
Smith Takes,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Smith Takes,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Smith Takes,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
Entrepreneurship,,,,"WAIYAKI WAY,NAIROBI,(blank), KEN",,,,,,,
Entrepreneurship,,,,"Yeser Arafat St,Birzeit,(blank), XWB",,,,,,,
Entrepreneurship,,,,"Adem Jashari pn,Prizren,20000, XKS",,,,,,,
Entrepreneurship,,,,"Kasanchies, Nega City Mall Building, 3rd Floor,null,Addis ababa,43161, ETH",,,,,,,
Onewayllc,,,,"WORKSHOP ROAD, OFF HAILE SELASSIE AVENUE,NAIROBI,00200, KEN",,,,,,,
Onewayllc,,,,"1052 TRACY LN,HILLSBORO, MO,63050-3022, USA",,,,,,,
Onewayllc,,,,"201 RUE BEAUREGARD STE 202,LAFAYETTE, LA,70508-3251, USA",,,,,,,
Onewayllc,,,,"51 FOREST RD # 316205,MONROE, NY,10950-2948, USA",,,,,,,
Onewayllc,,,,"2175 S STATE HIGHWAY 121,LEWISVILLE, TX,75067-6578, USA",,,,,,,
