keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"The Literacy Rescue, LLC","PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
"The Literacy Rescue, LLC",EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
"The Literacy Rescue, LLC","SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
"The Literacy Rescue, LLC",JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
"The Literacy Rescue, LLC","ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
Carnegie Mellon University,,,,"300 S CRAIG ST,PITTSBURGH, PA,15213-3728, USA",,,,,,,
Carnegie Mellon University,CHABAD OF CARNEGIE MELLON UNIVERSITY INC,Y6ZBZGJ9RKH7,7VHV1,"5120 Beeler ST,Pittsburgh, Pennsylvania,15217-1002, United States","5120 Beeler ST,Pittsburgh, Pennsylvania,15217-1002, United States",https://www.chabadofcmu.com/,"Jun 1, 2009","Shlomo S Silverman, Rabbi","Shlomo S Silverman, Rabbi","Pennsylvania, United States",Pennsylvania 12
Carnegie Mellon University,CARNEGIE MELLON UNIVERSITY,U9C6D6YR7P69,53G74,"4301 Wilson BLVD STE 200,Arlington, Virginia,22203-1867, United States","5000 Forbes AVE,Pittsburgh, Pennsylvania,15213-3890, United States",https://sei.cmu.edu/,"Feb 21, 1996","Michael A. Wright, Senior Director of Contracts","Michael A. Wright, Senior Director of Contracts","Pennsylvania, United States",Virginia 08
Carnegie Mellon University,CARNEGIE MELLON UNIVERSITY,KZV2XNZZN3A8,5Y3F6,"4304 Valley AVE,APT G,Pleasanton, California,94566-5552, United States","5000 Forbes AVE,Pittsburgh, Pennsylvania,15213-3890, United States",http://www.cmu.edu/,"Jan 1, 1900",Kristen Bridges,Julia Dzurino,"Pennsylvania, United States",California 14
Carnegie Mellon University,CARNEGIE MELLON UNIVERSITY,MJ5BDF8KMQ43,5Y3K5,"5000 Forbes AVE,Pittsburgh, Pennsylvania,15213-3815, United States","5000 Forbes Avenue,Pittsburgh, Pennsylvania,15213-3890, United States",,"Jan 1, 1990",Kristen S Jackson,Christine Bedillion,"Pennsylvania, United States",Pennsylvania 14
Banso Sauce,,,,"123 N PATTERSON PARK AVE,BALTIMORE, MD,21231-1659, USA",,,,,,,
"Djit Medtech, Inc.","DJIT MEDTECH, INC.",KU2RRLE13PT7,9FMQ2,"1628 Bolton ST,Baltimore, Maryland,21217-5496, United States","1628 Bolton Street,Baltimore, Maryland,21217-5496, United States",https://djit-medtech.com/,"Jul 11, 2022","Marcia Hart, CEO","Marcia Hart, CEO","Maryland, United States",Maryland 07
