keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
BEMOSS,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
BEMOSS,EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
BEMOSS,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
BEMOSS,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
BEMOSS,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
Control Innovations,,,,"3808 Palmetto Ct,Ellicott City, MD,21042-4922, USA",,,,,,,
Control Innovations,ELECTRICAL CONTROL INNOVATIONS INC.,ZN3NKGNHERM8,5QDC1,"94-547 Ukee ST,STE 115,Waipahu, Hawaii,96797-4449, United States","P.O.BOX 894080,Mililani, Hawaii,96789-8080, United States",,"Oct 1, 2008","BENJAMIN GAMBOA, President","BENJAMIN GAMBOA, President","Hawaii, United States",Hawaii 01
Ashvattha Therapeutics Inc,"ASHVATTHA THERAPEUTICS, INC.",JK5CPL9WDQ85,9H5P4,"1235 Radio RD,STE 200,Redwood City, California,94065-1315, United States","1235 Radio ROAD, Suite 200,Redwood City, California,94065, United States",https://www.avttx.com/,"Sep 19, 2019","Sabrina Nieder, Controller","Elizabeth Torrelio, Head Program Management","Delaware, United States",California 15
Ashvattha Therapeutics Inc,"ASHVATTHA THERAPEUTICS, LLC",DM55CQJEABE3,7UG21,"303 Twin Dolphin DR STE 600,Redwood City, California,94065-1422, United States","1235 Radio ROAD, Suite 200,Redwood City, California,94065, United States",,"Jul 22, 2015","Jeffrey Cleland, Chairman, CEO & President","Jeffrey Cleland, Chairman, CEO & President","California, United States",California 14
"Datasembly, Inc.",DATASEMBLY INC,KY7CFJUMWP97,9DE97,"1775 Tysons BLVD,FL 5,Tysons, Virginia,22102-4284, United States","11816 Inwood RD #1489,Dallas, Texas,75244, United States",https://datasembly.com/,"May 27, 2014","Eric Zuckerman, VP Finance","Ian Saxton, Head of Sales","Delaware, United States",Virginia 11
F4,DATASEMBLY INC,KY7CFJUMWP97,9DE97,"1775 Tysons BLVD,FL 5,Tysons, Virginia,22102-4284, United States","11816 Inwood RD #1489,Dallas, Texas,75244, United States",https://datasembly.com/,"May 27, 2014","Eric Zuckerman, VP Finance","Ian Saxton, Head of Sales","Delaware, United States",Virginia 11
Barney's Bee's,,,,"21726 Great Mills Rd,null,Lexington Park, MD,20653-3823, USA",,,,,,,
Barney's Bee's,"JOHNSON ASSOCIATES SYSTEMS, INC",NR3DMNKSVUZ1,0P616,"900 Route 168 STE F4,Turnersville, New Jersey,08012-3209, United States","900 Route 168, Suite F4,Blackwood, New Jersey,08012-3209, United States",https://www.jasystemsinc.com/,"Jan 1, 1989",Hosea Johnson,Vickie Johnson,"Delaware, United States",New Jersey 01
Barney's Bee's,TAIYO INTERIOR,TYJ7LT68WHK8,JS968,"1110-5, Takushi,Urasoe,901-2112, Japan","1110-5, Takushi,Urasoe,901-2112, Japan",,"Jan 25, 1996",NOBUO KYODA,MASARU NISHIME,"(blank), Japan",Not Applicable
Barney's Bee's,"CARROLL, ANU K",ETPSS2X2KEC8,61VZ2,"261 Seaman AVE APT F4,New York, New York,10034-6128, United States","261 Seaman AVE APT F4,New York, New York,10034-6128, United States",,"Jun 1, 2002",ANU CARROLL,ANU CARROLL,"New York, United States",New York 13
Barney's Bee's,HC PHOTONICS CORP.,CW9ATM3LGA71,SW258,"4F,Keji 5TH RD. No 2,Hsinchu City,300, Taiwan","F4, NO.2, Technology RD. V,Hsinchu Science Park,Hsinchu City,30078, Taiwan",,"Jan 1, 2000","Karin Wu, Director",Kariin Wu,"(blank), Taiwan",Not Applicable
