keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Thrive Company,"THRIVE TRAINING & PUBLICATIONS, LLC",F7CRSR1WNQC3,8P1E2,"932 Bobby Jones DR,Fayetteville, North Carolina,28312-7019, United States","932 Bobby Jones DR,Fayetteville, North Carolina,28312-7019, United States",https://learn.thrive-pllc.com/,"May 14, 2020","Katharine Floro, Vice President","Christopher Floro, President","North Carolina, United States",North Carolina 07
Thrive Company,THRIVE CONSULTING LLC,PFXFGXHDZKA3,9L7J3,"11857 Missouri AVE,Los Angeles, California,90025-5228, United States","11857 Missouri AVE,Los Angeles, California,90025-5228, United States",https://www.thrive-co.com/,"Feb 7, 2012","Eliette A Krakora, Chief Executive Officer","Andrea K Lenhardt, General Counsel","California, United States",California 36
Thrive Company,THRIVE CONSULTING LLC,RZV9FANRFW13,8RU43,"110 Deepwood CT,Kenai, Alaska,99611-6833, United States","PO Box 1821,Kenai, Alaska,99611, United States",,"Jul 9, 2020",Deborah M Nyquist,Deborah M Nyquist,"Alaska, United States",Alaska 00
Thrive Company,THRIVE FOR SUCCESS LLC,XKLNGE2TLMW4,9B9X3,"26 Hill RD,Warminster, Pennsylvania,18974-1406, United States","26 Hill RD,Warminster, Pennsylvania,18974, United States",https://suegspeaks.com/,"Nov 18, 2008",Susan Guiher,Susan Guiher,"Pennsylvania, United States",Pennsylvania 01
Thrive Company,THRIVE NEUROMEDICAL LLC,K3XTF7SASEY3,7XMT9,"1275 Kinnear RD,Columbus, Ohio,43212-1180, United States","1275 Kinnear RD,Attn: Dean Koch Or Wayne Embry,Columbus, Ohio,43212-1180, United States",https://www.smalltalk.tech/,"Jun 30, 2017","Dean Koch, CEO",Dean Koch,"Ohio, United States",Ohio 03
Time Systems LLC,,,,"54 E MAIN ST,NEW KINGSTOWN, PA,17072, USA",,,,,,,
Time Systems LLC,,,,"400 Lathrop Ave Ste 90,null,River Forest, IL,60305-1869, USA",,,,,,,
Time Systems LLC,"SALE TIME SYSTEMS, LLC",PVWEEX7Z4X35,(blank),"6877 E 12500 N,Spring City, Utah,84662-7842, United States","PO Box 531,Spring City, Utah,84662, United States",https://www.saletimesystems.com/,"Jan 1, 2017","Adam Inglish, President","Adam Inglish, President","Utah, United States",Utah 04
Time Systems LLC,"MRSL REAL-TIME SYSTEMS LABORATORY, INC.",GAMJSLLTK9X5,6HFR1,"71 Alafia DR,Sarasota, Florida,34240-1202, United States","71 Alafia Drive,Sarasota, Florida,34240, United States",http://www.mrsl.com/,"Dec 21, 2010","Theresa Schimek, Director of Finance & Contracts",Melinda Copley,"Florida, United States",Florida 17
Time Systems LLC,"TEK PAYROLL TIME SYSTEMS, INC",NMRCNUTWGKC7,1RYN0,"1250 N Lassen ST,San Bernardino, California,92411-1500, United States","PO Box 7267,San Bernardino, California,92411-1500, United States",http://www.tektimesystems.com/,"Jan 1, 2002","Shelly Van Hanja, Office Manager",Shelly Van Hanja,"California, United States",California 33
"Trench Therapeutics, Inc","TRENCH THERAPEUTICS, INC.",FSZZS9455ZU9,(blank),"16 Aliso WAY,Portola Valley, California,94028-7527, United States","16 Aliso WAY,Portola Valley, California,94028-7527, United States",,"Dec 22, 2020",Paul Conley,Paul Conley,"Delaware, United States",California 16
True Bearing Diagnostics,TRUE BEARING DIAGNOSTICS INC,E6K4D6DGCD65,7XEW3,"2450 Virginia AVE NW APT E117,Washington, District Of Columbia,20037-2651, United States","2450 Virginia AVE, NW,Suite E117,Washington, District Of Columbia,20037, United States",https://www.truebearingdiagnostics.com/,"May 17, 2017","Tisha Jepson, CEO","Tisha Jepson, CEO","Delaware, United States",District Of Columbia 98
"Epigenos Bioscience, INC",EPIGENOS BIOSCIENCE INC,LDDWVYDKFZ33,87GA9,"128 Hunters Ridge RD,Chapel Hill, North Carolina,27517-9017, United States","128 Hunters Ridge RD,Chapel Hill, North Carolina,27517-9017, United States",,"Oct 29, 2018",Joseph Ruiz,Joseph Ruiz,"Delaware, United States",North Carolina 04
Word of Mouth Technologies Inc,WORD OF MOUTH TECHNOLOGIES INC.,FF13BNHWLH18,8Z3B9,"3960 Spencer ST,Las Vegas, Nevada,89119-5201, United States","2664 West Park DR,Baltimore, Maryland,21207-6042, United States",,"Jul 17, 2020","Margaret C Smith, Director","Margaret C Smith, Director","Nevada, United States",Nevada 01
ReflectAR,REFLECTAR LLC,JX7GU2UFW2D4,(blank),"5817 Solway ST,Pittsburgh, Pennsylvania,15217-1228, United States","5817 Solway ST,Pittsburgh, Pennsylvania,15217-1228, United States",,"Apr 15, 2024","Fernando De la Torre, CEO","Francisco Vicente, CTO","Delaware, United States",Pennsylvania 12
AI SENSE,AI SENSE LLC,S2LAUP52NE29,03A39,"3995 College AVE,Ellicott City, Maryland,21043-5501, United States","3995 College Avenue,Ellicott City,Ellicott City, Maryland,21043, United States",,"May 2, 2024","Bipendra Basnyat, Dr",Bipendra Basnyat,"Maryland, United States",Maryland 03
The Foundry of Hope LLC,,,,"2744 E 11TH ST STE C1,OAKLAND, CA,94601-1450, USA",,,,,,,
The Foundry of Hope LLC,ALUMINUM FOUNDRY OF WISCONSIN LLC,LX3KU2LVR9B5,0L8A0,"21020 W Good Hope RD,Lannon, Wisconsin,53046-9719, United States","PO Box 295,Lannon, Wisconsin,53046, United States",,"Jun 16, 2014","Kerrie Philippi, Accounting Dept.","Jose Huertas, Operations Manager","Wisconsin, United States",Wisconsin 05
