keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Integrated Pharma Services,"INTEGRATED PHARMA SERVICES, LLC",VCPJA4KNKQ54,82Z65,"4 Research CT STE 100,Rockville, Maryland,20850-3854, United States","4 Research CT.,Suite 100,Rockville, Maryland,20850-3854, United States",https://www.integratedpharmaservices.com/,"Mar 1, 2018","Mina Izadjoo, President","Mina Izadjoo, President","Maryland, United States",Maryland 08
Ionic ST,IONIC DISASTER SOLUTIONS LLC,KNA9WLMSKEU3,8PDA8,"3052 S Buchanan ST,APT B2,Arlington, Virginia,22206-1521, United States","3052 S Buchanan ST APT B2,Arlington, Virginia,22206, United States",https://www.ionicds.com/,"Jul 19, 2020","James Schumann, CEO","James Schumann, CEO","Virginia, United States",Virginia 08
Ionic ST,IONIC ERA LLC,HJ28C8XDSKP8,(blank),"15956 Bahama ST,North Hills, California,91343-3128, United States","15956 Bahama ST.,North Hills, California,91343-3128, United States",https://n/A,"Aug 20, 2018",Gevork Vartan,Gevork Vartan,"California, United States",California 32
Ionic ST,IONIC BLU LLC,UTJTVXG77BM1,(blank),"501 E Jackson ST STE 301,Tampa, Florida,33602-4929, United States","501 E Jackson ST,Suite 301,Tampa, Florida,33602, United States",,"Apr 24, 2019",Tim Diasti,Timothy Wahba,"Florida, United States",Florida 14
Ionic ST,"IONIC MINERAL TECHNOLOGIES, LLC",KJWRHTZW6NY8,9JD71,"652 S Lakeview PKWY,Bldg B,Provo, Utah,84601-3616, United States","652 S Lakeview Drive,Building B,Provo, Utah,84601, United States",https://www.ionicmt.com/,"Jul 22, 2022","Eric R Miller, CFO","Eric R Miller, CFO","Utah, United States",Utah 03
Ionic ST,IONIC MARINE SERVICES LLC,N3YYWNSMVL31,9ZY18,"3714 61ST ST,Woodside, New York,11377-2538, United States","3714 61ST ST,Woodside, New York,11377-2538, United States",,"Jul 2, 2024","Alexios Shaw, Mr","Jessica Purcell, Ms","New York, United States",New York 06
Epsilon Innovation Group Inc.,EPSILON INNOVATION GROUP INC,ML66M68KB839,6SVJ6,"11343 Baroque RD,Silver Spring, Maryland,20901-5014, United States","455 Massachusetts AVE NW #165,Washington Dc, District Of Columbia,20001, United States",,"Jun 14, 2012",Asmerom M Gilau,Asmerom Gilau,"Maryland, United States",Maryland 08
Carbon Lockdown,CARBON LOCKDOWN PROJECT BENEFIT LLC,KVWPFSBJWC78,(blank),"8408 Galveston Road,Silver Spring, Maryland,20910-5306, United States","8408 Galveston Road,Silver Spring, Maryland,20910-5306, United States",,"May 18, 2022",Ning Zeng,Ning Zeng,"Maryland, United States",Maryland 08
You Heal With Horticulture,YOU HEAL WITH HORTICULTURE LLC,RFGGXKD7RT17,9U2U8,"330 S Morris ST,APT M,Snow Hill, Maryland,21863-1134, United States","330 S Morris ST,M,Snow Hill, Maryland,21863-1134, United States",,"Jul 19, 2018","Ebony Jenkins, Owner","Ebony Jenkins, Owner","Maryland, United States",Maryland 01
Error Corp.,ERROR CORP.,UAQADPJ23Q97,93KS0,"4405 E West HWY,STE 410,Bethesda, Maryland,20814-4535, United States","4405 East West HWY,Suite 410,Bethesda, Maryland,20814-4522, United States",,"Feb 7, 2020",Dennis Lucarelli,Dennis Lucarelli,"Delaware, United States",Maryland 08
Error Corp.,,,,"1200 10TH ST NW,CEDAR RAPIDS, IA,52405-2426, USA",,,,,,,
Error Corp.,INTERNATIONAL SPHERES LLC,MJPVSRHDMJZ7,9XXM6,"2543 Ravenhill DR STE E,Fayetteville, North Carolina,28303-5459, United States","2543 Ravenhill DR STE E,Fayetteville, North Carolina,28303-5459, United States",,"Sep 1, 2020","Samuel L. Hayes, Mr.","Samuel L. Hayes, Mr.","North Carolina, United States",North Carolina 07
Error Corp.,MICHAEL GREAVES ASSOCIATES (B'DOS) INC.,JKDERHR4HZY1,SDSC8,"Carmichael HOUSE, Carmichael,St George,(blank), Barbados","Carmichael HOUSE, CARMICHAEL, ST. George,Bridgetown, St George,BB19135, Barbados",,"May 28, 2001","Dale R Stoute, Mr.","Dale R Stoute, Mr.","(blank), Barbados",Not Applicable
Error Corp.,"CAPITAINER, INC",LZP2NB4JLLX3,9UEN3,"1224 Greenwich AVE,Warwick, Rhode Island,02886-4507, United States","1224 Greenwich AVE,Warwick, Rhode Island,02886-4507, United States",https://www.capitainer.com/miqro,"Oct 31, 2023","Sam Grossmann, Officer","Sam Grossmann, Officer","Delaware, United States",Rhode Island 02
The Bowie Sun,DUBUIS TRANSPORTATIONS LLC,EE2JVBLTLCU8,9YYR9,"700 Bright Sun DR,Bowie, Maryland,20721-1808, United States","700 Bright Sun Drive,Bowie, Maryland,20721, United States",,"Oct 8, 2020",Malcom D Young,Malcom D Young,"Maryland, United States",Maryland 05
STORC,"TRAUTNER GEOTECH, L.L.C",Z9NDK8MFYXM9,5KDZ3,"649 Tech Center DR Unit A,Durango, Colorado,81301-7758, United States","649 Tech Center Drive Unit A,Durango, Colorado,81301-7758, United States",,"Nov 1, 2007","Jason Deem, Owner","Jason Deem, Owner","Colorado, United States",Colorado 03
"Weinberg Medical Physics, Inc.",,,,,,,,,,,
"SentiMetrix, Inc",,,,,,,,,,,
Scinetics,,,,,,,,,,,
