keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"SentiMetrix, Inc","SENTIMETRIX, INC.",QC8LYF3ND8A4,513B0,"6017 Southport DR,Bethesda, Maryland,20814-1847, United States","6017 Southport Drive,Bethesda, Maryland,20814-1847, United States",http://www.sentimetrix.com/,"Nov 28, 2006","VADIM KAGAN, Mr.","VADIM KAGAN, Mr.","Maryland, United States",Maryland 08
Scinetics,"SCINETICS, INC.",MWCXWZ6LWMF9,6WHS7,"2915 Islay CT,Abingdon, Maryland,21009-3140, United States","2915 Islay CT,Abingdon, Maryland,21009-3140, United States",https://www.scineticsinc.com/,"May 4, 2018","Amy E. Gair, COO","Jeffrey L Gair, CEO","Maryland, United States",Maryland 01
Lica-Tech Inc.,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Lica-Tech Inc.,EASTERN GATEWAY COMMUNITY COLLEGE,F5WDD45CME36,0NGM8,"110 John Scott HWY,Steubenville, Ohio,43952-3000, United States","110 John Scott Highway,Steubenville, Ohio,43952, United States",,,,,,
Lica-Tech Inc.,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Lica-Tech Inc.,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Lica-Tech Inc.,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
Gibbs Marketing LLC,FLEXBAR MACHINE CORP,M2NTLL3KCGZ9,2R260,"250 Gibbs RD,Islandia, New York,11749-2612, United States","250 Gibbs Road,Islandia, New York,11749-2697, United States",http://www.mediflex.com/,"Oct 1, 1965","Julia Mullen, operations manager",JULIA MULIA,"New York, United States",New York 02
Gibbs Marketing LLC,"ONPOINT SCIENTIFIC, INC",J9WQAU1MKCP7,7NNG0,"12636 High Bluff DR # 400-128,San Diego, California,92130-2022, United States","12636 High Bluff DR STE 400,Pmb #128,San Diego, California,92130-2071, United States",https://onpointsci.com/,"Mar 1, 2016",Kristina Gibbs,Kristina Gibbs,"California, United States",California 50
Gibbs Marketing LLC,"CLARK CONCEPTS, LLC",DME8B33VK485,6FLG4,"2273 Research BLVD,STE 375,Rockville, Maryland,20850-3882, United States","2273 Research BLVD,Suite 375,Rockville, Maryland,20850-3264, United States",,"Aug 21, 2008",Pamela Clark,Pamela Clark,"Maryland, United States",Maryland 08
