keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Center for Nanotechnology,,,,,,,,,,,
Center for Nanotechnology,"BIOQUAL, INC.",CK9LGQ7EBNN8,059B4,"9600 Medical Center DR STE 101,Rockville, Maryland,20850-3336, United States","9600 Medical Center DR STE 101,Rockville, Maryland,20850-3336, United States",http://www.bioqual.com/,"Jun 15, 1981","MITCHELL FRANKLIN, COO","CHRIS KIRK, CFO","Delaware, United States",Maryland 08
Center for Nanotechnology,"XILUMIX, LLC",D1J2ESE3D4H6,9PUH8,"5534 Evans Farm DR,Lewis Center, Ohio,43035-3521, United States","5534 Evans Farm DR,Lewis Center, Ohio,43035-3521, United States",,"Sep 18, 2023","William C Dickson, President","William C Dickson, President","Ohio, United States",Ohio 04
Center for Nanotechnology,"C2 QUALITY SOLUTIONS, LLC",X1RENQR2GSF8,9Q7P0,"15717 Hunter Springs PL,Sun City Center, Florida,33573-0198, United States","15717 Hunter Springs PL,Sun City Center, Florida,33573, United States",https://c2qualitysolutions.com/,"Jun 28, 2023",Nicolas Craven,Nicolas Craven,"Florida, United States",Florida 16
Center for Nanotechnology,XANALYTIX SYSTEMS LLC,RRYCSUFDB511,6UAR7,"9424 Pinyon CT,Clarence Center, New York,14032-9136, United States","9424 Pinyon Court,Clarence Center, New York,14032-9136, United States",,"Dec 11, 2012","John Crassidis, President","John Crassidis, President","New York, United States",New York 23
Recovery Connections,,,,"105 MIDDLE ST,LEWISTON, ME,04240-7037, USA",,,,,,,
Recovery Connections,RECOVERY CONNECTIONS OF CENTRAL FLORIDA INC,C4RSNMV8NWV3,(blank),"776 Preserve TER,Lake Mary, Florida,32746-5201, United States","7912 Forest City RD,Suite 101,Orlando, Florida,32746, United States",https://www.myrecoveryconnections.org/,"Jan 30, 2020","Meredith Bekemeyer, Director of Development","Meredith Bekemeyer, Director of Development","Florida, United States",Florida 07
Recovery Connections,RECOVERY CONNECTIONS INC,LNJLAKCLCDJ8,8UJH6,"2405 Lawrenceville HWY,Lawrenceville, Georgia,30044-4411, United States","2405 Lawrenceville HWY,Lawrenceville, Georgia,30044-4411, United States",,"Apr 1, 2020","Barry Henson, CEO","Barry Henson, CEO","Georgia, United States",Georgia 07
Recovery Connections,RECOVERY CONNECTIONS,EVZQDTGMAQF7,9HML6,"500 W Calhoun AVE,Springfield, Illinois,62702-3734, United States","500 W Calhoun AVE,Springfield, Illinois,62702-3734, United States",,"May 31, 2022","Sally A Jefferson, Executive Director","Sally Jefferson, Executive Director","Illinois, United States",Illinois 13
Recovery Connections,YOUTH RECOVERY CONNECTIONS,V9KLX7Q7A299,(blank),"721 Monterey ST,Hollister, California,95023-3825, United States","721 Monterey ST,Hollister, California,95023-3825, United States",,"Dec 3, 2021","Michael Salinas, Chief Executive Officer","Michael Salinas, Chief Executive Officer","California, United States",California 18
Conjectura LLC,CONJECTURA LLC,HJYJZ9RB77C5,66CK7,"5912 Ridgway AVE,Rockville, Maryland,20851-1930, United States","5912 Ridgway AVE,Rockville, Maryland,20851-1930, United States",http://www.conjectura.net/,"Jun 30, 2006","ZEYNO A DODD, Owner","ZEYNO A DODD, Owner","Maryland, United States",Maryland 08
Conjectura LLC,CONJECTURA LLC,HJYJZ9RB77C5,66CK7,"5912 Ridgway AVE,Rockville, Maryland,20851-1930, United States","5912 Ridgway AVE,Rockville, Maryland,20851-1930, United States",http://www.conjectura.net/,"Jun 30, 2006","ZEYNO A DODD, Owner","ZEYNO A DODD, Owner","Maryland, United States",Maryland 08
PlantVillage+,,,,"SECTOR 23,BOBO-DIOULAASO,01 BP 1091, BFA",,,,,,,
PlantVillage+,,,,"BODIEL, CUN I,Niamey,(blank), NER",,,,,,,
PlantVillage+,,,,"PLOT 13 BLOCK 1, BURKA,ARUSHA,(blank), TZA",,,,,,,
PlantVillage+,,,,"WARD NO.16, BALAJU,KATHMANDU,(blank), NPL",,,,,,,
PlantVillage+,,,,"938 BAYBERRY DR,STATE COLLEGE, PA,16801-4238, USA",,,,,,,
X-CDi,X-CDI LLC,TZMHT7XZQVT7,9XTW4,"1908 Greenberry RD,Baltimore, Maryland,21209-4539, United States","1908 Greenberry RD,Baltimore, Maryland,21209-4539, United States",https://xcdinnovations.com/,"Sep 26, 2023","David Onime, CEO","Ifeanyichukwu C Ogbonna, CTO","Maryland, United States",Maryland 02
X-CDi,,,,,,,,,,,
