keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"Oculi, Inc",FRIS INC,QPDQS5PB3JM6,91YG2,"260 E Main ST STE 6325,Rochester, New York,14604-2100, United States","260 E Main ST STE 6325,Rochester, New York,14604-2100, United States",https://www.oculi.ai/,"Oct 15, 2019","Patrick Oduor, Mr.","Patrick Oduor, Mr.","Delaware, United States",New York 25
"Pancopia, Inc.","PANCOPIA, INC.",ZRV7TNXZPDJ3,7AJM7,"1100 Exploration WAY STE 208,Hampton, Virginia,23666-6264, United States","1100 Exploration WAY,Suite 208,Hampton, Virginia,23666-6264, United States",https://www.pancopia.com/,"Nov 7, 2014","William Cumbie, Chief Executive Officer","William Cumbie, Chief Executive Officer","Virginia, United States",Virginia 03
"Park & Diamond, inc.",VACGEN LIMITED,H2GKQLE1S5K9,U1UT3,"Unit A,Swallow Enterprise Park,Hailsham,BN27 4EL, United Kingdom","Unit A,Swallow Business PARK, Diamond DRIVE, Lower Dicker,Hailsham, East Sussex,BN27 4EL, United Kingdom",,"Feb 11, 2005","Philip Jackson, Finance Manager","Philip Jackson, Finance Manager","(blank), United Kingdom",Not Applicable
"Park & Diamond, inc.",CRAWFORD COUNTY,F65KN4D4MJV4,5HK03,"903 Diamond Park,Meadville, Pennsylvania,16335-2640, United States","903 Diamond Park,Finance Department,Meadville, Pennsylvania,16335-2640, United States",,"Apr 1, 1800","Stephanie C. Franz, CFO","DENISE MASON, Deputy CFO","(blank), (blank)",Pennsylvania 16
"Park & Diamond, inc.",EASTLAND MEMORIAL HOSPITAL DISTRICT,UK9VGK4RBBA3,9KBL3,"169 Lake Park RD,Lewisville, Texas,75057-2303, United States","169 Lake Park RD,Lewisville, Texas,75057-2303, United States",,"Mar 1, 2007",Diamond McNeal,Diamond McNeal,"(blank), (blank)",Texas 26
"Park & Diamond, inc.",,,,"1700 W SUSQUEHANNA AVE OFC 14,null,PHILADELPHIA, PA,19121-1642, USA",,,,,,,
"Park & Diamond, inc.",,,,"2402 SHARON OAKS DR,MENLO PARK, CA,94025-6829, USA",,,,,,,
"PathoDynamics, LLC",PATHODYNAMICS LLC,MHRXDJYJAPU9,94RF7,"10300 Eaton PL STE 440,Fairfax, Virginia,22030-2239, United States","13701 Canal Vista CT,Potomac, Maryland,20854-1024, United States",,"Feb 16, 2021","Mohsin Jafri, CTO","Mohsin Jafri, CTO","Virginia, United States",Virginia 11
"PediaMetrix, Inc",PEDIAMETRIX INC.,M41ALBKWRKL5,81WG5,"155 Gibbs ST, Unit 537,Rockville, Maryland,20850-0393, United States","155 Gibbs ST STE 537,Rockville, Maryland,20850-0393, United States",,"Jan 23, 2018","Fereshteh Aalamifar, Dr",Reza Seifabadi,"Delaware, United States",Maryland 08
Ready Robotics,,,,"1080 STEELWOOD RD,COLUMBUS, OH,43212-1360, USA",,,,,,,
Ready Robotics,BUILT ROBOTICS INC,QFX1TN6R51R8,7R0J7,"3433 3RD Street,San Francisco, California,94124, United States","3433 3RD ST,San Francisco, California,94124-1454, United States",http://www.builtrobotics.com/,"Jul 7, 2016","Stefanie Hodapp, Business Operations Associate","Stefanie Hodapp, Business Operations Associate","Delaware, United States",California 11
"Rhizome, LLC",RHIZOME INSIGHTS LIMITED,PQL6M8EM5FP1,(blank),"2 Old Bath Road,Newbury,RG14 1QL, United Kingdom","2 Old Bath Road,Newbury,RG14 1QL, United Kingdom",,"May 11, 2021","Ian Liddle, Mr","Ian Liddle, Mr","(blank), United Kingdom",Not Applicable
"Rhizome, LLC",,,,"58 WALDOBORO RD,WASHINGTON, ME,04574-3600, USA",,,,,,,
