keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Cric,,,,"4 50,CALLE 1,POPAYAN,(blank), COL",,,,,,,
Cric,,,,"859 ancienne route de l'eglise,Notre-Dame-de-Lourdes, QC,G0S 1T0, CAN",,,,,,,
Cric,CACHE REFUGEE AND IMMIGRANT CONNECTION (CRIC),GLQ4GCNH3DM5,(blank),"1115 N 200 E, STE 130,Logan, Utah,84341-7510, United States","PO Box 4413,Logan, Utah,84323, United States",,"Jun 30, 2014","Lorien Belton, Director of Finance and Operations","Daniel Beus, Executive Director","Utah, United States",Utah 01
CSI-PI,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
CSI-PI,MCDANIEL FARMS INC,EK28CNM2ZYW8,7L4B1,"81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States","81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States",,,,,,
CSI-PI,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
CSI-PI,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
CSI-PI,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
Danny Cruz,"TD AVIATION CENTER, LLC",XWKPMA483EJ8,9FWH9,"5757 Alpha Road,STE 550,Dallas, Texas,75240-4670, United States","5757 Alpha Road,STE 550,Dallas, Texas,75240-4670, United States",https://www.tdaviationcenter.com/,"Jun 8, 2020","RICHARD MARINO, Sales","Danny Cruz, General Manager","Texas, United States",Texas 32
Danny Cruz,"FLORENCE CRITTENTON SERVICES OF ORANGE COUNTY, INC",FQ5KVM25RSN9,41TA8,"801 E Chapman AVE STE 203,Fullerton, California,92831-3846, United States","P.O. Box 9,Fullerton, California,92836-0009, United States",,"Jun 1, 1966","Danny cruz, CFO","Douglas J Yost, Chief Executive Office","California, United States",California 45
Danny Cruz,"METRO AEROSPACE, LLC",G4BTXBNN8475,7TLQ8,"1409 Botham Jean BLVD,STE 1007,Dallas, Texas,75215-6857, United States","1409 Botham Jean BLVD STE 1007,Dallas, Texas,75215-6857, United States",https://www.metroaerospace.com/,"Jan 14, 2016",Tim Watkins,Danny Kauffman,"Texas, United States",Texas 30
Data for the Social Good,,,,"815 16th Street NW,Ste 5080,Washington, DC,20006-4101, USA",,,,,,,
Data for the Social Good,THE H.A.B.I.T.S GROUP LLC,LRKAGNZB7P26,8EHB8,"6448 E Highway 290 STE B106,Austin, Texas,78723-1038, United States","6448 E Highway 290 STE B106,Austin, Texas,78723-1038, United States",https://www.thehabitsgroup.net/,"Dec 12, 2015",zach Johnson,"Shereena Johnson, VP of Education","Texas, United States",Texas 37
Data for the Social Good,FCN INC,JEANDJTZ8HJ3,0WU14,"12501 Ardennes AVE,STE 101,Rockville, Maryland,20852-1741, United States","12501 Ardennes AVE., STE. 101,Rockville, Maryland,20852-1741, United States",http://www.fcnit.com/,"Aug 1, 1991","ANIL KHATRI, CFO","ROBERT BROSEY, Director, Business Development","Maryland, United States",Maryland 08
Data for the Social Good,FCN INC,JEANDJTZ8HJ3,0WU14,"12501 Ardennes AVE,STE 101,Rockville, Maryland,20852-1741, United States","12501 Ardennes AVE., STE. 101,Rockville, Maryland,20852-1741, United States",http://www.fcnit.com/,"Aug 1, 1991","ANIL KHATRI, CFO","ROBERT BROSEY, Director, Business Development","Maryland, United States",Maryland 08
Data for the Social Good,FCN INC,JEANDJTZ8HJ3,0WU14,"12501 Ardennes AVE,STE 101,Rockville, Maryland,20852-1741, United States","12501 Ardennes AVE., STE. 101,Rockville, Maryland,20852-1741, United States",http://www.fcnit.com/,"Aug 1, 1991","ANIL KHATRI, CFO","ROBERT BROSEY, Director, Business Development","Maryland, United States",Maryland 08
Debbie Schwartz,UNITED CANVAS & SLING INC,SWA5LC1BP353,0FTF3,"511 Hoffman RD,Lincolnton, North Carolina,28092-8230, United States","PO Box 657,Lincolnton, North Carolina,28093, United States",,"Jan 1, 1967",ZACK SCHWARTZ,Lawrence SCHWARTZ,"North Carolina, United States",North Carolina 10
Debbie Schwartz,FARM FRESH PRODUCE INC,HNHYKLEMGUG5,9CSS5,"211 West Main ST,Faison, North Carolina,28341-8832, United States","PO Box 124,Faison, North Carolina,28341, United States",https://www.farm-fresh-produce.com/,"Oct 14, 2008","Debbie Fail, Accounting","Wayne Hildebrandt, Financial Controller","North Carolina, United States",North Carolina 03
Dynamic Safety Systems,"DYNAMIC PLANNING, LLC",WN92JQP66TK9,7B6C1,"19235 Highway 550,Montrose, Colorado,81403-8641, United States","19235 HWY 550,Montrose, Colorado,81403-8641, United States",https://www.dynamicplanning.co/,"Jan 2, 2015","Ethan E Mobley, Owner / President","Ethan E Mobley, Owner / President","Colorado, United States",Colorado 03
Dynamic Safety Systems,DYNAMIC PLANNING & RESPONSE LLC,S1SWK7E3VPA3,6JGV9,"145 Hoolako PL,Honolulu, Hawaii,96825-3519, United States","P.O. Box 256626,Honolulu, Hawaii,96825-9998, United States",http://www.dynapnr.com/,"Jul 11, 2011","Chelsea Y. Chae, Mr.","Chelsea Y. Chae, Mr.","Hawaii, United States",Hawaii 01
Dynamic Safety Systems,DYNAMIC GLOBAL SOLUTIONS LLC,KEY7QAYQVGP4,7NH02,"394 SW 205TH AVE,Pembroke Pines, Florida,33029-5012, United States","394 SW 205 AVE,Pembroke Pines, Florida,33029-5012, United States",https://www.dyngloballlc.com/,"Apr 13, 2016",Nathan . Cluff,Nathan Cluff,"Delaware, United States",Florida 25
Dynamic Safety Systems,"OXLEY ENTERPRISES, INC.",MQ9VUDJ7F2X1,1YEW4,"685 Garrisonville RD STE 101,Stafford, Virginia,22554-3700, United States","P.O. Box 1870,Stafford, Virginia,22555-1870, United States",https://https//WWW.OXLEYENTERPRISES.COM,"Mar 9, 2000","DR NICOLE OXLEY, CEO","Amanda Pittman, VP Finance","Virginia, United States",Virginia 07
Eager,THE COGI GROUP L.L.C.,JM7QYQV7YRY4,9N1U8,"24233 Newbury RD,Gaithersburg, Maryland,20882-4011, United States","24233 Newbury RD,Gaithersburg, Maryland,20882-4011, United States",,"Apr 18, 2023","Patrick Eager, President","Patrick Eager, President","Maryland, United States",Maryland 06
Eager,PARTNERS IN LEARNING INC,ZAK7ZUAZW7F7,89PM4,"1880 Glassboro RD,Williamstown, New Jersey,08094-8721, United States","1880 Glassboro RD,Williamstown, New Jersey,08094-8721, United States",,"Dec 31, 2000","Kristine Eager, Director of Business Operations","Kristine Eager, Director of Business Operations","New Jersey, United States",New Jersey 01
Eager,"BILL'S DISTRIBUTING, LTD",N9C6UKMY7ZX1,8DHP8,"5900 Packer DR NE,Menomonie, Wisconsin,54751-4940, United States","5900 Packer DR NE,Menomonie, Wisconsin,54751-4940, United States",,"Jan 1, 1981",Josh Eager,Josh Eager,"Wisconsin, United States",Wisconsin 03
Eager,"SILISIUMTECH, INC.",M2LPH8KT4E14,(blank),"4244 Yarmouth DR STE 1,Allison Park, Pennsylvania,15101-1568, United States","4244 Yarmouth DR STE 1,Allison Park, Pennsylvania,15101, United States",https://www.silisiumtech.com/,"Mar 3, 2023","Randy R Eager, Co-Founder and CEO","Randy R Eager, Co-Founder and CEO","Delaware, United States",Pennsylvania 17
Eager,,,,"7595 HOBGOOD RD,FAIRBURN, GA,30213-2621, USA",,,,,,,
E-communities,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
E-communities,MCDANIEL FARMS INC,EK28CNM2ZYW8,7L4B1,"81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States","81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States",,,,,,
E-communities,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
E-communities,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
