keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
OtherWordly LLC,OTHERWORDLY LLC,DRH5TCVN98N3,9CAH3,"7804 Garland AVE,Takoma Park, Maryland,20912-7712, United States","7804 Garland AVE,Takoma Park, Maryland,20912, United States",https://www.otherwordly.com/,"Jul 14, 2022",Michael Douma,Michael Douma,"Maryland, United States",Maryland 08
Nano-campers,"PRN ASSOCIATES, INCORPORATED",S69ZMP9NM5U9,3BXG8,"7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States","7601 E 88TH PLACE, #5,Indianapolis, Indiana,46256-1299, United States",,,,,,
Nano-campers,MCDANIEL FARMS INC,EK28CNM2ZYW8,7L4B1,"81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States","81745 Blue Mound RD,Sargent, Nebraska,68874-4117, United States",,,,,,
Nano-campers,"SPECIAL COMMUNICATIONS, LLC",JXZVBZ8FZJL6,1QQG2,"2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States","2838 Croix CT,Virginia Beach, Virginia,23451-1365, United States",,,,,,
Nano-campers,JOURMIK LLC,ZYPETGFPAXN9,93S35,"13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States","13-53 Sunnyside DR,Fair Lawn, New Jersey,07410-4237, United States",,,,,,
Nano-campers,"ORRS' ENVIRONMENTAL, LLC",M1LHWD15KHJ6,301F8,"7027 Old Madison Pike NW STE 108,Huntsville, Alabama,35806, United States","P.O. Box 21192,Huntsville, Alabama,35813, United States",,,,,,
SiteScan,"SITESCAN SUBSURFACE IMAGING, INC.",VCJCFLVMD3U6,04S92,"12130 Santa Margarita CT,Rancho Cucamonga, California,91730-6138, United States","12130 Santa Margarita Court,Rancho Cucamonga, California,91730, United States",,"Apr 14, 2020",Mike Hulst,Mike Hulst,"California, United States",California 35
Advanced Food Safety Technologies,AWE TECHNOLOGIES LLC,RAWCRKANK8U3,87GC7,"261 W Main ST,Bay Shore, New York,11706-8319, United States","261 W Main ST,Bay Shore, New York,11706-8319, United States",http://awetech8.com/site/,"Jan 19, 2018","Peter G Espina, CEO","Dipen N Sinha, Chief Technology Officer","New York, United States",New York 02
AMAZ,AMAZ CONSULTING LLC,XMR7LBP8AP39,97D19,"138 Pickett DR,Saint Augustine, Florida,32084-6646, United States","138 Pickett DR,Saint Augustine, Florida,32084-6646, United States",,"Apr 6, 2020",Eliana N Roque,Eliana N Roque,"Florida, United States",Florida 05
ARL,,,,"500 SHADYWAY RD,WAYZATA, MN,55391-1109, USA",,,,,,,
ARL,,,,"6071 Santa Maria Dr,null,Winston Salem, NC,9764, USA",,,,,,,
ARL,,,,"215 PARK AVE S,NEW YORK, NY,10003-1603, USA",,,,,,,
ARL,"PENNSYLVANIA STATE UNIVERSITY, THE",FMRJAGEKALE5,6D012,"225 Science Park RD,State College, Pennsylvania,16803-2213, United States","225 Science Park RD,State College, Pennsylvania,16803-2213, United States",,"Jan 1, 1945","James Dromazos, Manager","Melissa Etters, Deputy Director of Security","Pennsylvania, United States",Pennsylvania 15
ARL,ARL INSURANCE AGENCY LLC,ZJ2YLWCDJSV6,9REN0,"6071 Santa Maria DR,Winston Salem, North Carolina,27106-9764, United States","6071 Santa Maria DR,Winston Salem, North Carolina,27106, United States",http://arlinsureall.com/,"Oct 13, 2020","Anthanette Petree, CEO","Anthanette Petree, CEO","North Carolina, United States",North Carolina 05
Beacon In the Clouds,,,,"126 CLOUDS LN,INDEPENDENCE, VA,24348-5076, USA",,,,,,,
Brian Lewis,LEWIS BROTHERS INC,SBV8LL4AKML9,30GS7,"4847 Left Fork Maces Creek RD,Viper, Kentucky,41774-8448, United States","4847 Left Fork Maces Creek RD,Viper, Kentucky,41774, United States",,"Sep 28, 2000","Brian Lewis, President",Brian Lewis,"Kentucky, United States",Kentucky 05
Brian Lewis,STELLAR ENTERPRISES LLC,LB63ZYSEDXQ1,9N7B7,"11508 N Bristol AVE,Kansas City, Missouri,64156-7828, United States","11508 N Bristol AVE,Kansas City, Missouri,64156-7828, United States",,"Jun 26, 2023","Brian Lewis, Owner","Brian Lewis, Owner","Missouri, United States",Missouri 05
Brian Lewis,OIL CAPITAL ELECTRIC LLC,KN2HM63Y4NA5,3U8C5,"3837 W Vancouver ST,Broken Arrow, Oklahoma,74012-2397, United States","3837 W Vancouver ST,Broken Arrow, Oklahoma,74012-2397, United States",,"Jan 1, 2003",Brian Lewis,Brian Lewis,"Oklahoma, United States",Oklahoma 01
Brian Lewis,"SYNTHESIS INDUSTRIES, INC.",JM4EMRKDMNA5,0AR91,"167 H. Street,Lewistown, Montana,59457, United States","P.O.BOX 3535,167 H Street,Lewistown, Montana,59457-3535, United States",,"Jan 1, 1986",BRIAN LEWIS,Jacob Gremaux,"Montana, United States",Montana 02
Brian Lewis,"BATH VOLUNTEER FIRE DEPARTMENT, INC.",C32GP93JED22,6KEV1,"50 E Morris ST,Bath, New York,14810-1643, United States","50 E Morris ST.,Bath, New York,14810-1643, United States",http://bathfire.org/,"Jan 10, 1957","Brian J Lewis, Fire Fighter","Michael A Fiordo, Fire Chief","New York, United States",New York 23
CADRE,,,,"MARADI,MARADI,(blank), NER",,,,,,,
CADRE,,,,"2915 WEST INTERSTATE 40,AMARILLO, TX,79109-1607, USA",,,,,,,
CADRE,,,,"Niamey,Niamey,(blank), NER",,,,,,,
CADRE,,,,"100 E STATE ST,DOYLESTOWN, PA,18901-4313, USA",,,,,,,
CADRE,,,,"2001 CHICON ST,AUSTIN, TX,78722-2428, USA",,,,,,,
CAMP,CAMP VERDE UNIFIED SCHOOL DISTRICT,HJX3CXELDND9,5Q6T4,"410 Camp Lincoln RD,Camp Verde, Arizona,86322-7494, United States","410 Camp Lincoln Road,Camp Verde, Arizona,86322-7494, United States",http://campverdeschools.net/,"Apr 4, 1894","Debbie Witt, Business Manager",STEVE Hicks,"(blank), (blank)",Arizona 02
