keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Michelle Bailey,ME TIME T-TIME LLC,V3QRHPPVW6L5,9LAT2,"W1621 Fox Ridge RD,Keshena, Wisconsin,54135-9313, United States","PO Box 1005,Keshena, Wisconsin,54135-0961, United States",,"Nov 19, 2021",Michelle Bailey,Michelle Bailey,"Wisconsin, United States",Wisconsin 08
Michelle Bailey,"CREATIVE ENGINEERING SOLUTIONS, INC.",EMVEJLTFM6J1,9CRD1,"602 N Capitol AVE STE 200,Indianapolis, Indiana,46204-1365, United States","PO Box 11126,Indianapolis, Indiana,46201, United States",,"Sep 1, 2021","Michelle Bailey, Office Administrator","Michelle Bailey, Office Administrator","Indiana, United States",Indiana 07
Michelle Bailey,"PURECOAT INTERNATIONAL, LLC",K8C7RSN4NXL5,0WHR1,"3301 Electronics WAY STE B,West Palm Beach, Florida,33407-4636, United States","3301 Electronics WAY,West Palm Beach, Florida,33407-4636, United States",https://www.purecoat.com/,"Jul 1, 1997","Ronald Keohan, MR",Michelle Bailey,"Florida, United States",Florida 20
Michelle Bailey,"PURECOAT NORTH, LLC",NDA2HP4W8YN6,4AVM9,"39 Hittinger ST,Belmont, Massachusetts,02478-4039, United States","3301 Electronics WAY,Suite B,West Palm Beach, Florida,33407-4636, United States",https://purecoatnorth.com/,"Dec 6, 2002",Michelle Bailey,Thomas Mahoney,"Massachusetts, United States",Massachusetts 05
Michelle Bailey,,,,,,,,,,,
"Repurpose Farm Plastic, Inc.",,,,"108 LAKELAND AVE,DOVER, DE,19901-5109, USA",,,,,,,
OncoRedox Ltd.,ONCOREDOX LTD,DC8TPWV4DVJ8,6577A,"6 Netanyahu Yehonatan ST.,Or Yehuda,(blank), Israel","6 Netanyahu Yehonatan ST.,Or Yehuda,(blank), Israel",,"Jan 1, 2023","Gal Meister, CEO","Gal Meister, CEO","(blank), Israel",Not Applicable
Color Space,ZORAN'S CUSTOM COLOR AND RESTORATIONS LLC,RMQWJD447JK4,9KMM6,"1474 Saint Clair Shores RD,Naples, Florida,34104-3822, United States","1474 Saint Clair Shores RD,Naples, Florida,34104-3822, United States",https://www.zccrnaples.com/,"May 8, 2018","Zoran Stojisavljevic, President","Zoran Stojisavljevic, President","Florida, United States",Florida 26
Color Space,LIFE IN COLOR LLC,L3T8BNWHJF21,9NPC4,"300 Cripple Creek CT,Virginia Beach, Virginia,23452-7619, United States","300 Cripple Creek,Virginia Beach, Virginia,23452, United States",,"Oct 25, 2019",Josephena Winfield,Josephena Winfield,"Virginia, United States",Virginia 02
Color Space,CN3 PROPERTIES L.L.C.,Y32DB3HALGJ5,9UWF8,"2315 Hilldale DR,Ann Arbor, Michigan,48105-1152, United States","2315 Hilldale DR,Ann Arbor, Michigan,48105-1152, United States",,"Feb 3, 2022","DeAnna S Crout, Chief of Operations Officer","DeAnna S Crout, Chief of Operations Officer","Michigan, United States",Michigan 06
Color Space,"INTRANET COMMUNICATIONS GROUP, INC.",N1YFMHQ2BD64,4LWZ4,"3500 NW 2ND AVE STE 727,Boca Raton, Florida,33431-5870, United States","3500 NW 2ND AVE STE 727,Boca Raton, Florida,33431-5870, United States",http://www.icgconnects.com/,"Nov 3, 1997","KATHERINE R BLEASE, PRESIDENT","KATHERINE R BLEASE, PRESIDENT","Florida, United States",Florida 23
"Innovative STEM Solutions, LLC",STRATEGYGEN CO,EKSBFFNJ5739,65HM0,"50 N Laura ST,STE 2500,Jacksonville, Florida,32202-3646, United States","50 N Laura ST STE 2500,Jacksonville, Florida,32202-3646, United States",https://strategygen.com/,"Jul 15, 2009","Donald R Haley, Dr.","Donald R Haley, Dr.","Florida, United States",Florida 04
